id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
12254048,1,2015,0.036,0.000,0.034,0.092,0.066,0.020,0.049,0.025,0.059,0.000,0.110,0.051,0.102,0.208,3,2,0.42045,1,1,1,80,35.0,5.0,,0,0,87,56.0,78.0
12254330,1,2015,0.084,0.000,0.000,0.014,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.000,0.012,0.025,3,1,0.60714,1,1,1,60,33.0,6.0,,0,0,83,61.0,77.0
12254407,1,2015,0.015,0.058,0.051,0.000,0.000,0.000,0.016,0.054,0.078,0.049,0.376,0.033,0.088,0.000,3,1,0.33197,1,1,0,60,29.0,4.0,,0,0,0,,56.0
12254649,1,2015,0.000,0.011,0.031,0.046,0.110,0.178,0.022,0.025,0.155,0.065,0.253,0.070,0.034,0.140,4,1,0.38889,1,1,1,80,27.0,7.0,,0,0,80,,
12254696,1,2015,0.122,0.000,0.029,0.027,0.000,0.086,0.000,0.074,0.015,0.000,0.039,0.013,0.023,0.050,4,1,0.42045,1,1,1,70,28.0,3.0,,0,0,78,38.0,5.0
12254717,1,2015,0.015,0.000,0.000,0.000,0.021,0.108,0.044,0.042,0.000,0.025,0.000,0.035,0.000,0.000,3,1,0.46552,1,1,1,50,29.0,5.0,,0,0,73,24.0,7.0
12255096,1,2015,0.000,0.000,0.015,0.037,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,3,1,0.35965,1,1,1,70,34.0,8.0,,0,0,89,17.0,
12255149,1,2015,0.013,0.093,0.000,0.061,0.069,0.000,0.000,0.031,0.092,0.064,0.000,0.035,0.060,0.116,4,1,0.34804,1,1,1,70,28.0,6.0,,0,0,85,24.0,78.0
12255549,1,2015,0.000,0.000,0.015,0.046,0.096,0.318,0.000,0.000,0.037,0.075,0.066,0.105,0.077,0.063,3,1,0.61585,1,1,1,60,28.0,4.0,,0,0,88,0.0,36.0
12255640,1,2015,0.054,0.026,0.065,0.063,0.029,0.066,0.018,0.146,0.065,0.079,0.000,0.055,0.069,0.025,1,1,0.75234,1,1,1,70,28.0,6.0,,0,0,90,14.0,25.0
12255919,1,2015,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,2,1,0.64063,1,1,1,70,34.0,5.0,,0,0,86,11.0,67.0
12256414,1,2015,0.000,0.032,0.019,0.000,0.000,0.018,0.018,0.000,0.089,0.076,0.030,0.000,0.026,0.017,4,1,0.37850,1,1,1,70,40.0,8.0,,0,0,93,,17.0
12256718,1,2015,0.016,0.200,0.000,0.091,0.093,0.000,0.000,0.031,0.106,0.032,0.042,0.022,0.050,0.063,4,0,0.27551,1,1,1,60,31.0,5.0,,0,0,85,72.0,90.0
12256740,1,2015,0.082,0.000,0.000,0.086,0.000,0.036,0.016,0.029,0.000,0.027,0.027,0.000,0.154,0.000,2,1,0.58482,1,1,1,80,26.0,5.0,,0,0,77,,10.0
12256862,1,2015,0.000,0.073,0.000,0.000,0.035,0.082,0.018,0.034,0.158,0.056,0.101,0.013,0.043,0.017,4,2,0.33224,1,1,1,60,28.0,4.0,,0,0,85,53.0,
12257028,1,2015,0.015,0.021,0.000,0.000,0.000,0.000,0.016,0.029,0.000,0.046,0.000,0.000,0.026,0.019,1,1,0.71053,1,1,1,70,26.0,5.0,,0,0,86,0.0,0.0
12257579,1,2015,0.144,0.038,0.000,0.123,0.014,0.060,0.013,0.056,0.024,0.052,0.000,0.035,0.046,0.050,5,0,0.29562,1,1,1,80,27.0,7.0,,0,0,70,21.0,65.0
12258257,0,2015,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.023,0.000,0.054,0.000,0.016,0.097,0.000,3,1,0.60448,1,1,1,70,,3.0,,0,0,68,3.0,10.0
12258619,1,2015,0.012,0.026,0.000,0.015,0.021,0.045,0.031,0.031,0.000,0.026,0.000,0.070,0.000,0.077,3,0,0.26623,1,1,1,90,34.0,6.0,,0,0,85,0.0,88.0
12258853,1,2015,0.020,0.047,0.000,0.000,0.029,0.000,0.065,0.015,0.034,0.084,0.088,0.014,0.000,0.000,4,1,0.30597,1,1,1,60,27.0,6.0,,0,0,84,52.0,44.0
12259498,1,2015,0.013,0.033,0.000,0.118,0.066,0.000,0.031,0.000,0.243,0.131,0.000,0.083,0.068,0.261,3,1,0.52597,1,1,1,70,29.0,6.0,,0,0,73,0.0,
12259647,0,2015,0.064,0.000,0.000,0.000,0.064,0.014,0.034,0.029,0.152,0.104,0.069,0.000,0.000,0.055,3,1,0.37195,1,1,1,50,,3.0,,0,0,81,10.0,16.0
12259823,1,2015,0.015,0.186,0.031,0.029,0.044,0.000,0.016,0.025,0.073,0.000,0.077,0.000,0.000,0.000,3,1,0.31696,1,1,1,60,32.0,4.0,,0,0,83,,9.0
12260114,1,2015,0.054,0.000,0.031,0.200,0.171,0.062,0.018,0.188,0.075,0.000,0.000,0.000,0.091,0.307,2,2,0.54459,1,1,1,70,34.0,4.0,,0,0,77,6.0,13.0
12260452,1,2015,0.054,0.038,0.058,0.071,0.123,0.212,0.018,0.053,0.034,0.077,0.027,0.084,0.086,0.025,2,2,0.47436,1,1,1,60,25.0,2.0,,0,0,74,8.0,17.0
12260664,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.000,2,2,0.32353,1,1,1,60,28.0,4.0,,0,0,77,40.0,54.0
12260679,1,2015,0.000,0.000,0.000,0.000,0.000,0.032,0.018,0.034,0.000,0.000,0.000,0.000,0.000,0.014,4,0,0.28378,1,1,1,70,29.0,4.0,,0,0,80,24.0,60.0
12260691,1,2015,0.000,0.117,0.079,0.017,0.042,0.205,0.058,0.050,0.031,0.050,0.240,0.103,0.020,0.000,3,1,0.36513,1,1,1,40,25.0,2.0,,0,0,73,11.0,11.0
12260943,1,2015,0.012,0.060,0.000,0.000,0.064,0.062,0.142,0.080,0.183,0.117,0.039,0.022,0.026,0.000,4,0,0.25000,1,1,1,90,30.0,7.0,,0,0,87,,
12261065,1,2015,0.054,0.000,0.000,0.128,0.054,0.030,0.058,0.028,0.046,0.056,0.000,0.000,0.088,0.125,4,2,0.31890,1,1,1,80,30.0,3.0,,0,0,76,11.0,7.0
12261223,0,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.032,0.068,0.000,0.000,0.038,0.000,3,2,0.43617,1,1,1,70,,5.0,,0,0,76,20.0,7.0
12261320,1,2015,0.041,0.041,0.044,0.000,0.000,0.000,0.133,0.000,0.011,0.032,0.021,0.014,0.056,0.000,4,1,0.33224,1,1,1,70,39.0,5.0,,0,0,87,50.0,63.0
12261331,1,2015,0.054,0.000,0.000,0.099,0.050,0.134,0.036,0.153,0.034,0.077,0.000,0.035,0.054,0.025,3,1,0.49457,1,1,1,50,35.0,3.0,,0,0,72,,18.0
12261457,1,2015,0.069,0.043,0.063,0.073,0.053,0.030,0.000,0.105,0.022,0.012,0.000,0.055,0.077,0.088,4,1,0.40805,1,1,1,70,33.0,4.0,,0,0,73,,0.0
12261772,1,2015,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.021,0.000,0.000,0.000,2,1,0.55405,1,1,1,60,34.0,7.0,,0,0,90,19.0,
12261992,1,2015,0.039,0.061,0.079,0.029,0.043,0.000,0.043,0.050,0.274,0.275,0.018,0.033,0.076,0.020,4,0,0.27953,1,1,1,50,25.0,4.0,,0,0,90,37.0,48.0
12262247,1,2015,0.054,0.070,0.034,0.073,0.054,0.102,0.000,0.028,0.046,0.055,0.124,0.035,0.163,0.088,3,2,0.36161,1,1,1,60,30.0,3.0,,0,0,75,67.0,12.0
12262261,1,2015,0.028,0.067,0.058,0.000,0.062,0.000,0.000,0.025,0.037,0.063,0.077,0.049,0.048,0.020,4,1,0.31696,1,1,1,80,26.0,5.0,,0,0,83,21.0,
12262604,1,2015,0.000,0.020,0.034,0.000,0.029,0.036,0.018,0.025,0.034,0.067,0.027,0.033,0.063,0.065,4,1,0.31890,1,1,1,50,26.0,5.0,,0,0,75,94.0,89.0
12262741,1,2015,0.054,0.221,0.000,0.042,0.077,0.152,0.104,0.028,0.082,0.051,0.021,0.035,0.079,0.042,3,1,0.40988,1,1,1,60,32.0,5.0,,0,0,89,,55.0
12263018,1,2015,0.000,0.000,0.000,0.026,0.000,0.069,0.138,0.000,0.024,0.030,0.060,0.000,0.000,0.034,1,1,0.62281,1,1,1,80,26.0,3.0,,0,0,80,58.0,41.0
12263141,1,2015,0.016,0.011,0.000,0.163,0.033,0.000,0.000,0.078,0.040,0.000,0.000,0.000,0.034,0.063,2,1,0.79907,1,1,1,70,25.0,4.0,,0,0,79,29.0,
12263437,1,2015,0.015,0.011,0.045,0.092,0.054,0.072,0.000,0.041,0.127,0.044,0.000,0.035,0.034,0.063,3,1,0.37195,1,1,1,60,34.0,,93.0,0,0,87,10.0,
12263556,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.026,0.000,0.016,0.028,0.000,4,1,0.32813,1,1,1,60,30.0,4.0,,0,0,86,38.0,80.0
12263602,1,2015,0.054,0.011,0.000,0.053,0.070,0.126,0.125,0.085,0.106,0.063,0.027,0.049,0.136,0.039,3,1,0.36161,1,1,1,70,28.0,4.0,,0,0,75,,5.0
12263680,1,2015,0.015,0.000,0.034,0.026,0.039,0.086,0.018,0.025,0.015,0.073,0.136,0.103,0.020,0.037,3,1,0.42523,1,1,1,70,26.0,5.0,,0,0,69,31.0,77.0
12264002,1,2015,0.000,0.000,0.021,0.052,0.029,0.072,0.034,0.000,0.088,0.148,0.000,0.099,0.000,0.000,3,1,0.49554,1,1,1,70,39.0,4.0,,0,0,88,11.0,11.0
12264092,1,2015,0.015,0.000,0.000,0.046,0.033,0.072,0.016,0.029,0.116,0.056,0.056,0.000,0.034,0.063,3,1,0.44022,1,1,1,80,33.0,7.0,,0,0,88,,17.0
12264610,1,2015,0.013,0.017,0.024,0.000,0.105,0.014,0.018,0.000,0.086,0.070,0.097,0.030,0.000,0.044,4,1,0.37850,1,1,1,50,30.0,5.0,,0,0,80,34.0,22.0
12264645,1,2015,0.000,0.000,0.000,0.043,0.021,0.014,0.034,0.015,0.000,0.000,0.030,0.000,0.045,0.044,4,1,0.33117,1,1,1,70,24.0,3.0,,0,0,75,,0.0
12264667,1,2015,0.000,0.094,0.062,0.050,0.000,0.041,0.022,0.157,0.062,0.000,0.134,0.000,0.000,0.000,3,1,0.52597,1,1,1,80,29.0,4.0,,0,0,81,35.0,21.0
12264794,0,2015,0.000,0.000,0.051,0.000,0.042,0.088,0.056,0.029,0.000,0.104,0.021,0.076,0.214,0.035,4,1,0.33178,1,1,1,60,,5.0,,0,0,71,32.0,20.0
12264804,1,2015,0.000,0.035,0.000,0.026,0.062,0.104,0.049,0.034,0.021,0.068,0.000,0.088,0.000,0.040,4,0,0.29902,1,1,1,40,27.0,3.0,,0,0,79,60.0,
12264829,1,2015,0.015,0.026,0.043,0.000,0.000,0.000,0.000,0.031,0.015,0.026,0.039,0.022,0.000,0.020,3,2,0.40625,1,1,1,70,32.0,5.0,,0,0,87,32.0,67.0
12264918,1,2015,0.000,0.011,0.000,0.000,0.029,0.000,0.018,0.000,0.088,0.121,0.000,0.000,0.000,0.000,2,1,0.64894,1,1,1,50,26.0,4.0,,0,0,76,7.0,36.0
12265279,1,2015,0.000,0.017,0.000,0.000,0.071,0.214,0.160,0.000,0.049,0.102,0.107,0.120,0.043,0.040,2,1,0.49554,1,1,1,50,33.0,4.0,,0,0,79,,7.0
12265610,1,2015,0.000,0.000,0.000,0.014,0.000,0.000,0.031,0.062,0.000,0.062,0.000,0.018,0.000,0.109,3,1,0.41753,1,1,1,90,32.0,4.0,,0,0,79,22.0,0.0
12265637,1,2015,0.054,0.026,0.000,0.063,0.000,0.062,0.018,0.125,0.000,0.000,0.000,0.022,0.040,0.025,3,1,0.44737,1,1,1,80,32.0,6.0,,0,0,64,,59.0
12266104,1,2015,0.000,0.038,0.127,0.029,0.014,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.045,0.000,4,1,0.30682,1,1,1,90,28.0,7.0,,0,0,91,16.0,8.0
12266362,1,2015,0.028,0.050,0.000,0.029,0.047,0.000,0.045,0.044,0.037,0.037,0.118,0.000,0.000,0.027,3,1,0.42045,1,1,1,90,27.0,6.0,,0,0,75,,28.0
12266413,1,2015,0.000,0.096,0.031,0.000,0.064,0.014,0.000,0.071,0.057,0.000,0.088,0.022,0.000,0.000,3,2,0.35057,1,1,1,90,33.0,5.0,,0,0,87,9.0,
12266470,1,2015,0.036,0.017,0.031,0.000,0.062,0.072,0.000,0.025,0.031,0.037,0.018,0.065,0.014,0.052,3,1,0.37295,1,1,1,90,30.0,6.0,,0,0,84,,29.0
12266696,1,2015,0.099,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.055,0.037,0.000,0.059,0.047,0.027,3,1,0.47436,1,1,1,50,35.0,5.0,,0,0,83,12.0,0.0
12267210,1,2015,0.000,0.034,0.000,0.000,0.040,0.036,0.000,0.000,0.054,0.019,0.106,0.043,0.000,0.027,4,1,0.44022,1,1,1,80,29.0,5.0,,0,0,82,37.0,0.0
12267252,1,2015,0.031,0.094,0.049,0.093,0.029,0.036,0.097,0.132,0.049,0.052,0.230,0.033,0.094,0.068,4,1,0.30682,1,1,1,60,39.0,4.0,,0,0,82,47.0,83.0
12267319,1,2015,0.000,0.035,0.034,0.000,0.092,0.014,0.013,0.025,0.111,0.078,0.000,0.049,0.065,0.078,5,0,0.25000,1,1,1,90,31.0,5.0,,0,0,92,,
12267954,1,2015,0.000,0.000,0.149,0.117,0.048,0.000,0.000,0.150,0.022,0.022,0.000,0.101,0.074,0.063,3,2,0.47196,1,1,1,70,34.0,3.0,,0,0,75,99.0,40.0
12268577,1,2015,0.000,0.000,0.000,0.000,0.055,0.000,0.018,0.000,0.049,0.052,0.039,0.000,0.000,0.000,2,1,0.52299,1,1,1,50,34.0,6.0,,0,0,86,46.0,25.0
12268605,1,2015,0.000,0.000,0.029,0.033,0.050,0.098,0.065,0.125,0.057,0.015,0.028,0.044,0.084,0.027,3,3,0.30682,1,1,1,60,26.0,3.0,,0,0,86,,56.0
12268747,1,2015,0.013,0.000,0.035,0.043,0.021,0.212,0.112,0.034,0.079,0.107,0.124,0.082,0.074,0.057,4,1,0.31890,1,1,1,70,33.0,7.0,,0,0,91,,
12268862,1,2015,0.054,0.052,0.017,0.073,0.033,0.030,0.000,0.053,0.066,0.026,0.000,0.000,0.173,0.088,3,1,0.58046,1,1,1,80,17.0,4.0,,0,0,79,,75.0
12269061,1,2015,0.015,0.011,0.000,0.046,0.178,0.036,0.036,0.000,0.144,0.123,0.109,0.000,0.077,0.080,3,2,0.38258,1,1,1,60,25.0,6.0,,0,0,86,17.0,39.0
12269311,1,2015,0.177,0.020,0.048,0.112,0.029,0.060,0.049,0.081,0.071,0.089,0.031,0.090,0.097,0.077,4,1,0.34470,1,1,1,60,33.0,4.0,,0,0,82,65.0,14.0
12269421,1,2015,0.013,0.047,0.015,0.000,0.085,0.094,0.080,0.034,0.107,0.167,0.127,0.000,0.000,0.143,4,0,0.26894,1,1,1,50,29.0,3.0,,0,0,75,24.0,0.0
12269671,1,2015,0.015,0.011,0.129,0.031,0.000,0.000,0.016,0.104,0.062,0.000,0.067,0.033,0.020,0.000,2,1,0.47638,1,1,1,70,34.0,6.0,,0,0,86,31.0,15.0
12269852,1,2015,0.015,0.000,0.000,0.056,0.029,0.000,0.034,0.029,0.034,0.074,0.000,0.035,0.000,0.000,2,1,0.53509,1,1,1,80,32.0,6.0,,0,0,84,22.0,71.0
12269937,1,2015,0.015,0.000,0.017,0.000,0.000,0.032,0.059,0.063,0.000,0.000,0.000,0.016,0.146,0.000,4,1,0.37195,1,1,1,60,29.0,5.0,,0,0,87,0.0,8.0
12270151,1,2015,0.067,0.000,0.000,0.027,0.036,0.150,0.000,0.028,0.111,0.140,0.000,0.062,0.023,0.025,3,2,0.36161,1,1,1,70,28.0,5.0,,0,0,84,31.0,72.0
12270204,1,2015,0.108,0.000,0.000,0.150,0.075,0.096,0.000,0.095,0.040,0.042,0.027,0.000,0.165,0.176,5,1,0.46127,1,1,1,60,27.0,4.0,,0,0,77,37.0,40.0
12270240,1,2015,0.015,0.113,0.051,0.000,0.072,0.036,0.000,0.025,0.057,0.000,0.097,0.078,0.077,0.027,3,1,0.34615,1,1,1,90,31.0,8.0,,0,0,92,56.0,
12270367,1,2015,0.013,0.058,0.150,0.015,0.035,0.014,0.000,0.000,0.135,0.056,0.067,0.000,0.000,0.017,4,0,0.25000,1,1,1,70,31.0,3.0,,0,0,78,44.0,22.0
12270402,1,2015,0.013,0.000,0.014,0.089,0.033,0.000,0.056,0.000,0.101,0.099,0.103,0.018,0.121,0.103,3,2,0.38587,1,1,1,70,28.0,5.0,,0,0,85,,15.0
12270600,1,2015,0.013,0.000,0.034,0.000,0.029,0.000,0.018,0.025,0.107,0.156,0.000,0.033,0.046,0.014,2,1,0.57787,1,1,1,60,29.0,4.0,,0,0,81,32.0,33.0
12270826,1,2015,0.000,0.123,0.000,0.000,0.056,0.018,0.000,0.031,0.078,0.061,0.000,0.038,0.067,0.042,4,1,0.43162,1,1,1,70,33.0,,93.0,0,0,69,45.0,67.0
12270966,1,2015,0.036,0.047,0.000,0.000,0.000,0.032,0.018,0.049,0.000,0.000,0.067,0.000,0.000,0.025,3,1,0.42361,1,1,1,50,20.0,,93.0,0,0,65,0.0,4.0
12271081,1,2015,0.016,0.047,0.019,0.019,0.021,0.013,0.000,0.041,0.061,0.060,0.067,0.000,0.000,0.031,5,1,0.35563,1,1,1,70,32.0,4.0,,0,0,85,52.0,25.0
12271183,0,2015,0.000,0.021,0.050,0.072,0.103,0.028,0.000,0.025,0.169,0.048,0.000,0.067,0.034,0.063,2,2,0.49554,1,1,1,70,,3.0,,0,0,81,0.0,32.0
12271253,1,2015,0.108,0.040,0.029,0.208,0.108,0.168,0.000,0.072,0.098,0.098,0.064,0.086,0.185,0.176,5,0,0.25000,1,1,1,60,28.0,4.0,,0,0,82,4.0,0.0
12271354,1,2015,0.171,0.059,0.045,0.027,0.000,0.030,0.045,0.074,0.063,0.026,0.067,0.000,0.023,0.080,2,1,0.62409,1,1,1,90,30.0,4.0,,0,0,77,62.0,85.0
12271520,1,2015,0.106,0.020,0.029,0.159,0.054,0.030,0.046,0.028,0.022,0.000,0.067,0.078,0.131,0.177,4,1,0.37755,1,1,1,70,32.0,4.0,,0,0,81,,9.0
12271558,1,2015,0.000,0.000,0.058,0.000,0.015,0.000,0.031,0.025,0.000,0.000,0.000,0.064,0.020,0.040,4,1,0.31443,1,1,1,50,28.0,6.0,,0,0,85,87.0,95.0
12271666,1,2015,0.000,0.011,0.000,0.065,0.033,0.000,0.036,0.016,0.022,0.027,0.060,0.030,0.060,0.156,2,1,0.60448,1,1,1,50,33.0,3.0,,0,0,86,18.0,15.0
12271668,1,2015,0.000,0.049,0.000,0.000,0.014,0.020,0.200,0.000,0.024,0.049,0.018,0.018,0.000,0.061,4,1,0.39085,1,1,1,50,29.0,4.0,,0,0,76,34.0,45.0
12271678,1,2015,0.016,0.000,0.000,0.000,0.000,0.036,0.000,0.015,0.031,0.079,0.138,0.000,0.043,0.000,2,1,0.53509,1,1,1,50,34.0,5.0,,0,0,76,0.0,5.0
12271816,1,2015,0.038,0.011,0.014,0.034,0.000,0.036,0.034,0.106,0.101,0.045,0.163,0.000,0.043,0.017,3,1,0.43701,1,1,1,70,28.0,5.0,,0,0,81,67.0,25.0
12271849,1,2015,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.025,0.015,0.000,0.039,0.046,0.020,0.000,2,2,0.49306,1,1,1,80,33.0,3.0,,0,0,86,,39.0
12271886,1,2015,0.092,0.011,0.127,0.046,0.068,0.014,0.031,0.000,0.131,0.019,0.067,0.047,0.046,0.145,4,0,0.29562,1,1,1,80,25.0,4.0,,0,0,85,77.0,79.0
12271895,1,2015,0.016,0.000,0.000,0.046,0.033,0.000,0.045,0.000,0.022,0.000,0.000,0.000,0.034,0.063,3,1,0.54255,1,1,1,70,25.0,4.0,,0,0,84,5.0,45.0
12272094,1,2015,0.013,0.038,0.045,0.121,0.179,0.088,0.000,0.000,0.099,0.077,0.041,0.094,0.068,0.143,3,1,0.43162,1,1,1,90,27.0,7.0,,0,0,89,65.0,
12272150,1,2015,0.000,0.207,0.000,0.087,0.092,0.014,0.018,0.000,0.060,0.000,0.030,0.080,0.028,0.057,3,1,0.54762,1,1,1,90,28.0,5.0,,0,0,91,28.0,13.0
12272198,1,2015,0.054,0.029,0.000,0.027,0.000,0.030,0.015,0.028,0.000,0.000,0.000,0.064,0.035,0.025,3,0,0.23134,1,1,1,70,29.0,4.0,,0,0,84,43.0,44.0
12272808,1,2015,0.000,0.026,0.031,0.019,0.050,0.072,0.018,0.072,0.108,0.179,0.049,0.073,0.000,0.000,3,1,0.54412,1,1,1,80,26.0,4.0,,0,0,80,78.0,0.0
12273432,1,2015,0.013,0.081,0.019,0.012,0.030,0.036,0.000,0.000,0.153,0.056,0.000,0.000,0.000,0.032,2,1,0.62946,1,1,1,80,33.0,4.0,,0,0,88,26.0,73.0
12273463,1,2015,0.054,0.081,0.000,0.027,0.049,0.102,0.062,0.028,0.000,0.012,0.054,0.084,0.137,0.122,4,0,0.24150,1,1,1,80,27.0,6.0,,0,0,82,30.0,
12273467,1,2015,0.013,0.000,0.021,0.000,0.000,0.013,0.000,0.000,0.109,0.067,0.078,0.029,0.000,0.000,4,1,0.33117,1,1,1,70,29.0,4.0,,0,0,83,60.0,38.0
12273510,1,2015,0.036,0.000,0.000,0.046,0.091,0.036,0.036,0.000,0.108,0.104,0.094,0.030,0.122,0.088,3,1,0.39706,1,1,1,70,35.0,4.0,,0,0,77,14.0,21.0
12273517,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.013,0.000,0.000,0.000,0.018,0.000,0.040,4,0,0.22340,1,1,1,80,26.0,6.0,,0,0,79,74.0,0.0
12273849,1,2015,0.069,0.011,0.069,0.070,0.011,0.080,0.000,0.053,0.072,0.019,0.000,0.062,0.074,0.042,6,0,0.21479,1,1,1,70,24.0,3.0,,0,0,91,70.0,92.0
12273936,1,2015,0.168,0.047,0.014,0.066,0.000,0.060,0.109,0.085,0.055,0.052,0.108,0.049,0.046,0.130,3,2,0.36513,1,1,1,60,32.0,5.0,,0,0,82,21.0,
12274009,1,2015,0.036,0.000,0.000,0.154,0.066,0.021,0.000,0.000,0.059,0.019,0.039,0.060,0.068,0.205,3,1,0.33152,1,1,1,60,35.0,5.0,,0,0,85,57.0,93.0
12274056,1,2015,0.042,0.000,0.062,0.000,0.042,0.184,0.000,0.050,0.099,0.087,0.000,0.102,0.000,0.000,3,1,0.33178,1,1,1,60,25.0,4.0,,0,0,82,22.0,17.0
12274192,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.032,0.062,0.000,0.000,0.070,0.030,3,1,0.54255,1,1,1,50,34.0,2.0,,0,0,75,,
12274326,1,2015,0.054,0.000,0.059,0.027,0.088,0.132,0.000,0.028,0.000,0.025,0.000,0.051,0.108,0.025,3,1,0.34804,1,1,1,60,32.0,7.0,,0,0,82,53.0,56.0
12274356,1,2015,0.015,0.052,0.057,0.014,0.131,0.000,0.067,0.062,0.122,0.202,0.042,0.018,0.000,0.061,5,0,0.20902,1,1,1,60,27.0,5.0,,0,0,72,,33.0
12274390,1,2015,0.015,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.039,0.000,0.000,0.000,3,2,0.35965,1,1,1,80,28.0,,92.0,0,0,77,3.0,30.0
12274456,1,2015,0.000,0.073,0.241,0.014,0.012,0.032,0.018,0.167,0.018,0.000,0.067,0.084,0.110,0.000,2,1,0.67323,1,1,0,90,33.0,5.0,,0,0,0,,18.0
12274673,1,2015,0.000,0.000,0.000,0.135,0.066,0.072,0.000,0.000,0.044,0.081,0.054,0.032,0.319,0.126,3,1,0.39764,1,1,1,70,30.0,4.0,,0,0,86,47.0,44.0
12274883,1,2015,0.074,0.011,0.034,0.014,0.000,0.032,0.034,0.150,0.052,0.037,0.106,0.033,0.020,0.000,3,1,0.52062,1,1,1,50,33.0,4.0,,0,0,87,25.0,26.0
12274903,1,2015,0.000,0.000,0.031,0.012,0.032,0.036,0.103,0.025,0.031,0.000,0.027,0.000,0.167,0.017,4,0,0.26894,1,1,0,60,33.0,3.0,,0,0,0,7.0,0.0
12274989,1,2015,0.000,0.035,0.015,0.046,0.090,0.072,0.057,0.000,0.055,0.039,0.000,0.035,0.034,0.080,4,0,0.29934,1,1,1,50,30.0,4.0,,0,0,68,,12.0
12275218,1,2015,0.000,0.064,0.067,0.029,0.035,0.000,0.018,0.056,0.049,0.022,0.030,0.124,0.000,0.071,5,0,0.24016,1,1,1,40,29.0,5.0,,0,0,86,23.0,
12275693,1,2015,0.027,0.017,0.014,0.000,0.020,0.000,0.000,0.000,0.000,0.012,0.067,0.030,0.000,0.027,3,1,0.49621,1,1,1,50,23.0,4.0,,0,0,84,61.0,83.0
12275755,1,2015,0.000,0.000,0.000,0.000,0.056,0.059,0.043,0.034,0.026,0.000,0.000,0.000,0.056,0.059,4,1,0.45833,1,1,1,90,35.0,4.0,,0,0,85,0.0,23.0
12275770,1,2015,0.085,0.000,0.043,0.027,0.042,0.195,0.076,0.028,0.000,0.050,0.000,0.083,0.039,0.025,4,0,0.29098,1,1,1,50,36.0,6.0,,0,0,84,0.0,25.0
12275909,1,2015,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,2,0.32353,1,1,1,50,29.0,4.0,,0,0,73,18.0,7.0
12275995,1,2015,0.054,0.038,0.000,0.107,0.014,0.050,0.085,0.044,0.032,0.107,0.030,0.030,0.049,0.083,4,0,0.26289,1,1,1,60,27.0,6.0,,0,1,90,0.0,56.0
12275998,1,2015,0.015,0.120,0.055,0.000,0.073,0.020,0.052,0.054,0.107,0.131,0.041,0.062,0.046,0.000,3,1,0.45833,1,1,1,80,34.0,7.0,,0,0,91,17.0,40.0
12276408,1,2015,0.036,0.141,0.000,0.118,0.047,0.000,0.025,0.000,0.076,0.033,0.000,0.000,0.121,0.150,4,1,0.45833,1,1,1,80,29.0,4.0,,0,0,84,49.0,55.0
12276553,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.015,0.000,0.000,0.000,0.000,0.056,0.000,2,1,0.49194,1,1,0,50,26.0,6.0,,0,0,0,35.0,17.0
12276675,1,2015,0.000,0.000,0.015,0.000,0.029,0.000,0.047,0.000,0.000,0.000,0.067,0.000,0.000,0.000,2,2,0.57258,1,1,1,60,33.0,2.0,,0,0,79,18.0,17.0
12276864,1,2015,0.012,0.011,0.000,0.046,0.110,0.086,0.000,0.000,0.102,0.044,0.000,0.035,0.034,0.077,2,1,0.59091,1,1,1,60,32.0,6.0,,0,0,86,,68.0
12277002,0,2015,0.000,0.000,0.068,0.000,0.029,0.000,0.000,0.050,0.000,0.000,0.000,0.080,0.040,0.000,2,1,0.46382,1,1,1,90,,5.0,,0,0,77,39.0,6.0
12277160,0,2015,0.015,0.037,0.000,0.000,0.014,0.000,0.000,0.000,0.033,0.000,0.049,0.014,0.014,0.000,3,1,0.37850,1,1,1,50,,,93.0,0,0,78,24.0,23.0
