id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
14256860,0,2015,0.008,0.073,0.033,0.012,0.027,0.008,0.012,0.000,0.094,0.011,0.143,0.081,2,1,0.78646,1,3,1,70.0,,5.0,,0,0,79,9.0,
14256865,0,2015,0.055,0.061,0.123,0.046,0.029,0.027,0.030,0.067,0.111,0.043,0.043,0.068,3,2,0.44485,1,3,1,60.0,,3.0,,0,0,83,31.0,
14256888,0,2015,0.000,0.045,0.062,0.000,0.018,0.000,0.012,0.000,0.048,0.019,0.012,0.018,3,1,0.42958,1,3,1,70.0,,5.0,,0,0,80,52.0,
14256933,0,2015,0.000,0.000,0.009,0.043,0.008,0.066,0.009,0.019,0.014,0.015,0.010,0.011,3,2,0.35149,1,3,1,60.0,,6.0,,0,0,75,67.0,
14256962,1,2015,0.058,0.026,0.079,0.061,0.028,0.026,0.028,0.055,0.038,0.019,0.009,0.040,3,2,0.43827,1,3,1,60.0,25.0,5.0,,0,0,72,,
14257024,0,2015,0.031,0.088,0.061,0.025,0.033,0.000,0.020,0.043,0.071,0.013,0.201,0.077,3,1,0.51984,1,3,1,60.0,,3.0,,0,0,78,0.0,
14257063,0,2015,0.026,0.129,0.094,0.012,0.056,0.032,0.012,0.045,0.240,0.059,0.094,0.285,2,1,0.65086,1,3,1,60.0,,6.0,,0,0,86,,
14257140,0,2015,0.055,0.025,0.052,0.046,0.019,0.018,0.019,0.019,0.031,0.019,0.013,0.024,3,2,0.45050,1,3,1,60.0,,5.0,,0,0,82,39.0,
14257189,0,2015,0.011,0.000,0.000,0.012,0.007,0.000,0.019,0.018,0.000,0.000,0.025,0.000,3,2,0.37603,1,3,1,80.0,,7.0,,0,0,82,7.0,
14257271,0,2015,0.008,0.025,0.009,0.042,0.016,0.045,0.008,0.017,0.048,0.022,0.016,0.022,1,1,0.72321,1,3,0,60.0,,2.0,,0,0,0,9.0,
14257402,0,2015,0.071,0.000,0.011,0.060,0.019,0.034,0.010,0.017,0.000,0.027,0.000,0.000,4,1,0.41438,1,3,1,70.0,,4.0,,0,0,87,,
14257492,0,2015,0.011,0.022,0.018,0.000,0.011,0.000,0.026,0.000,0.074,0.012,0.026,0.024,4,1,0.42366,1,3,1,90.0,,6.0,,0,0,95,,
14257494,0,2015,0.057,0.127,0.182,0.049,0.033,0.028,0.021,0.033,0.180,0.052,0.050,0.328,2,2,0.46689,1,3,1,80.0,,3.0,,0,0,76,29.0,
14257526,1,2015,0.021,0.013,0.022,0.028,0.013,0.008,0.008,0.030,0.031,0.000,0.016,0.011,1,1,0.50000,1,3,1,80.0,29.0,4.0,,0,0,72,21.0,
14257550,0,2015,0.037,0.058,0.127,0.021,0.046,0.011,0.036,0.084,0.101,0.042,0.058,0.182,2,2,0.48397,1,3,1,60.0,,3.0,,0,0,82,24.0,
14257577,1,2015,0.107,0.087,0.020,0.105,0.069,0.041,0.034,0.028,0.177,0.039,0.095,0.116,2,2,0.46689,1,3,1,90.0,26.0,,93.0,0,0,86,12.0,
14257647,0,2015,0.028,0.045,0.070,0.000,0.019,0.014,0.000,0.000,0.123,0.011,0.034,0.070,3,1,0.50000,1,3,1,70.0,,5.0,,0,0,89,36.0,
14257657,0,2015,0.000,0.022,0.000,0.058,0.026,0.129,0.034,0.000,0.050,0.007,0.030,0.041,4,1,0.33516,1,3,1,80.0,,7.0,,0,0,83,45.0,
14257711,0,2015,0.026,0.102,0.055,0.028,0.011,0.032,0.021,0.014,0.138,0.045,0.028,0.121,1,1,0.74590,1,3,1,70.0,,5.0,,0,0,69,,
14257728,0,2015,0.069,0.107,0.048,0.027,0.048,0.053,0.012,0.023,0.287,0.049,0.057,0.302,2,1,0.81532,1,3,1,70.0,,4.0,,0,0,78,,
14257787,0,2015,0.041,0.041,0.050,0.024,0.008,0.000,0.024,0.035,0.020,0.026,0.050,0.018,3,2,0.52604,1,3,1,60.0,,7.0,,0,0,77,14.0,
14257837,1,2015,0.052,0.064,0.062,0.043,0.011,0.016,0.022,0.038,0.163,0.037,0.075,0.046,2,1,0.74793,1,3,1,70.0,29.0,6.0,,0,0,75,43.0,
14257863,0,2015,0.000,0.037,0.018,0.058,0.016,0.042,0.008,0.023,0.086,0.033,0.025,0.050,2,2,0.55495,1,3,1,60.0,,5.0,,0,0,75,42.0,
14257891,0,2015,0.052,0.031,0.000,0.009,0.019,0.023,0.000,0.000,0.074,0.045,0.019,0.024,4,1,0.37132,1,3,1,90.0,,6.0,,0,0,80,90.0,
14258029,0,2015,0.023,0.042,0.046,0.012,0.019,0.000,0.012,0.024,0.020,0.013,0.077,0.018,3,2,0.37603,1,3,1,80.0,,7.0,,0,0,83,23.0,
14258240,1,2015,0.029,0.033,0.048,0.000,0.038,0.008,0.036,0.034,0.108,0.030,0.033,0.088,2,1,0.56466,1,3,1,60.0,29.0,2.0,,0,0,90,,
14258260,0,2015,0.065,0.067,0.022,0.030,0.022,0.038,0.036,0.051,0.217,0.000,0.000,0.074,3,2,0.43534,1,3,1,80.0,,3.0,,0,0,82,37.0,
14258271,0,2015,0.034,0.102,0.055,0.021,0.039,0.020,0.012,0.031,0.168,0.045,0.086,0.142,3,2,0.41736,1,3,1,60.0,,6.0,,0,0,77,9.0,
14258454,1,2015,0.012,0.025,0.041,0.023,0.013,0.016,0.018,0.042,0.028,0.000,0.000,0.024,3,1,0.33456,1,3,0,80.0,31.0,5.0,,0,0,0,56.0,
14258755,0,2015,0.045,0.087,0.018,0.025,0.022,0.019,0.000,0.012,0.186,0.011,0.055,0.106,3,1,0.52155,1,3,1,70.0,,6.0,,0,0,71,0.0,
14258812,1,2015,0.008,0.030,0.009,0.018,0.017,0.018,0.012,0.000,0.049,0.038,0.029,0.055,3,1,0.40991,1,3,1,60.0,24.0,4.0,,0,0,78,46.0,
14258860,0,2015,0.066,0.090,0.150,0.072,0.010,0.033,0.012,0.091,0.120,0.048,0.041,0.206,4,1,0.33491,1,3,1,60.0,,6.0,,0,0,75,36.0,
14258935,1,2015,0.000,0.041,0.113,0.000,0.023,0.009,0.009,0.000,0.070,0.050,0.012,0.133,4,1,0.47845,1,3,0,50.0,28.0,2.0,,0,0,0,8.0,
14259051,0,2015,0.011,0.042,0.033,0.000,0.049,0.000,0.020,0.008,0.121,0.069,0.045,0.074,3,1,0.47845,1,3,1,60.0,,4.0,,0,0,84,,
14259245,0,2015,0.045,0.086,0.000,0.027,0.030,0.034,0.000,0.036,0.199,0.000,0.031,0.128,4,1,0.42366,1,3,1,70.0,,5.0,,0,0,75,0.0,
14259342,0,2015,0.038,0.070,0.053,0.024,0.021,0.008,0.032,0.098,0.067,0.067,0.111,0.076,2,2,0.59009,1,3,1,60.0,,6.0,,0,0,85,40.0,
14259361,1,2015,0.015,0.015,0.013,0.054,0.008,0.081,0.039,0.014,0.014,0.020,0.019,0.024,4,1,0.40099,1,3,1,90.0,24.0,6.0,,0,0,86,,
14259374,0,2015,0.043,0.031,0.013,0.036,0.000,0.000,0.036,0.014,0.000,0.013,0.065,0.000,2,2,0.52155,1,3,1,70.0,,5.0,,0,0,83,0.0,
14259412,1,2015,0.025,0.012,0.020,0.031,0.044,0.010,0.010,0.013,0.036,0.030,0.033,0.028,4,1,0.38208,1,3,1,90.0,27.0,,92.0,0,0,82,0.0,
14259513,0,2015,0.000,0.000,0.000,0.013,0.015,0.009,0.015,0.007,0.028,0.000,0.016,0.021,3,2,0.37654,1,3,1,60.0,,5.0,,0,0,72,9.0,
14259689,0,2015,0.000,0.020,0.000,0.000,0.022,0.008,0.000,0.011,0.018,0.000,0.015,0.057,2,1,0.54132,1,3,1,70.0,,3.0,,0,0,87,7.0,
14259752,0,2015,0.009,0.046,0.033,0.018,0.009,0.018,0.018,0.017,0.029,0.027,0.038,0.046,2,1,0.82967,1,3,1,80.0,,3.0,,0,0,75,9.0,
14259764,0,2015,0.033,0.034,0.020,0.068,0.057,0.010,0.030,0.032,0.012,0.028,0.127,0.053,2,1,0.70661,1,3,1,50.0,,7.0,,0,0,76,0.0,
14259784,0,2015,0.043,0.055,0.009,0.015,0.031,0.023,0.000,0.020,0.098,0.017,0.033,0.074,2,1,0.65086,1,3,1,80.0,,4.0,,0,0,77,7.0,
14259787,0,2015,0.049,0.026,0.037,0.012,0.018,0.033,0.030,0.031,0.018,0.023,0.055,0.033,2,1,0.66529,1,3,1,70.0,,5.0,,0,0,86,67.0,
14259808,0,2015,0.009,0.000,0.024,0.013,0.009,0.000,0.026,0.017,0.024,0.000,0.063,0.033,2,1,0.71978,1,3,1,90.0,,,93.0,0,0,80,19.0,
14259860,1,2015,0.025,0.032,0.033,0.046,0.044,0.017,0.030,0.017,0.083,0.022,0.042,0.082,2,1,0.77027,1,3,1,90.0,26.0,,94.0,0,0,85,5.0,
14259995,0,2015,0.011,0.052,0.073,0.000,0.011,0.010,0.014,0.000,0.146,0.024,0.009,0.144,2,1,0.53817,1,3,1,60.0,,4.0,,0,0,84,,
14260455,0,2015,0.043,0.031,0.082,0.015,0.027,0.009,0.038,0.029,0.083,0.000,0.009,0.057,3,1,0.61986,1,3,1,80.0,,3.0,,0,0,80,30.0,
14261014,1,2015,0.022,0.080,0.009,0.000,0.040,0.009,0.012,0.000,0.213,0.022,0.009,0.109,2,1,0.57042,1,3,1,60.0,28.0,4.0,,0,0,86,,
14261299,0,2015,0.041,0.118,0.096,0.030,0.027,0.018,0.008,0.044,0.186,0.026,0.024,0.240,4,1,0.30132,1,3,1,80.0,,4.0,,0,0,81,31.0,
14261407,0,2015,0.024,0.040,0.035,0.012,0.007,0.000,0.019,0.021,0.008,0.021,0.019,0.000,2,1,0.76163,1,3,1,60.0,,5.0,,0,0,83,,
14261430,1,2015,0.044,0.013,0.114,0.039,0.009,0.028,0.018,0.073,0.039,0.010,0.009,0.044,3,2,0.40991,1,3,1,70.0,33.0,4.0,,0,0,74,20.0,
14261524,0,2015,0.026,0.000,0.058,0.022,0.008,0.031,0.012,0.000,0.022,0.007,0.000,0.022,3,1,0.43534,1,3,1,70.0,,3.0,,0,0,82,14.0,
14261591,0,2015,0.058,0.035,0.101,0.065,0.072,0.090,0.082,0.056,0.079,0.060,0.064,0.083,4,1,0.36486,1,3,1,60.0,,4.0,,0,0,83,33.0,
14261669,1,2015,0.060,0.112,0.048,0.023,0.077,0.034,0.000,0.000,0.259,0.023,0.106,0.210,1,1,0.89384,1,3,1,60.0,27.0,6.0,,0,0,79,38.0,
14261672,0,2015,0.038,0.056,0.035,0.040,0.000,0.032,0.033,0.028,0.000,0.026,0.084,0.000,4,1,0.40991,1,3,1,60.0,,4.0,,0,0,88,18.0,
14261674,1,2015,0.043,0.000,0.000,0.013,0.026,0.000,0.008,0.008,0.012,0.009,0.043,0.020,2,2,0.61450,1,3,1,90.0,33.0,6.0,,0,0,78,0.0,
14261802,1,2015,0.000,0.011,0.024,0.000,0.018,0.000,0.008,0.000,0.027,0.000,0.036,0.018,3,2,0.33553,1,3,1,60.0,29.0,,93.0,0,0,77,10.0,
14261816,0,2015,0.031,0.067,0.036,0.040,0.028,0.052,0.029,0.022,0.035,0.032,0.108,0.074,2,1,0.63889,1,3,1,70.0,,4.0,,0,0,83,8.0,
14261901,1,2015,0.000,0.048,0.033,0.000,0.020,0.008,0.018,0.000,0.057,0.023,0.053,0.084,1,1,0.71226,1,3,1,80.0,24.0,,92.0,0,0,76,3.0,
14261960,0,2015,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0.79605,1,3,1,60.0,,4.0,,0,0,83,25.0,
14262099,0,2015,0.024,0.050,0.024,0.009,0.000,0.022,0.000,0.017,0.058,0.023,0.117,0.092,4,1,0.40991,1,3,1,80.0,,6.0,,0,0,77,40.0,
14262481,0,2015,0.036,0.049,0.103,0.062,0.016,0.089,0.036,0.056,0.082,0.026,0.009,0.182,3,2,0.39224,1,3,1,50.0,,4.0,,0,0,83,31.0,
14262547,0,2015,0.057,0.015,0.024,0.068,0.019,0.061,0.031,0.043,0.009,0.032,0.019,0.000,4,2,0.35149,1,3,1,60.0,,4.0,,0,0,82,15.0,
14262609,1,2015,0.015,0.051,0.061,0.012,0.000,0.000,0.012,0.014,0.054,0.039,0.032,0.138,3,1,0.42187,1,3,1,60.0,33.0,2.0,,0,0,78,35.0,
14262880,0,2015,0.021,0.049,0.084,0.024,0.010,0.012,0.033,0.009,0.056,0.019,0.016,0.000,3,3,0.32143,1,3,1,60.0,,3.0,,0,0,86,24.0,
14263061,0,2015,0.015,0.015,0.013,0.015,0.000,0.009,0.000,0.012,0.009,0.000,0.000,0.015,3,1,0.35465,1,3,1,40.0,,4.0,,0,0,63,13.0,3.0
14263074,0,2015,0.000,0.055,0.009,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.066,3,1,0.55435,1,3,1,90.0,,,94.0,0,0,78,2.0,
14263204,1,2015,0.034,0.055,0.013,0.056,0.027,0.037,0.020,0.031,0.116,0.020,0.091,0.089,3,2,0.38208,1,3,1,60.0,27.0,5.0,,0,0,85,50.0,
14263421,0,2015,0.011,0.037,0.000,0.010,0.011,0.010,0.000,0.000,0.074,0.000,0.000,0.052,4,1,0.33696,1,3,1,70.0,,4.0,,0,0,86,,
14263572,0,2015,0.030,0.070,0.173,0.015,0.035,0.008,0.082,0.053,0.076,0.022,0.027,0.140,3,2,0.42908,1,3,1,80.0,,5.0,,0,0,80,,
14263646,0,2015,0.000,0.021,0.062,0.000,0.021,0.018,0.012,0.012,0.058,0.042,0.009,0.028,3,1,0.30603,1,3,1,70.0,,3.0,,0,0,77,,
14263652,0,2015,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,2,1,0.33607,1,3,1,70.0,,5.0,,0,0,86,9.0,
14264032,0,2015,0.039,0.041,0.013,0.057,0.018,0.000,0.044,0.014,0.019,0.013,0.114,0.000,2,2,0.58264,1,3,0,60.0,,4.0,,0,0,0,67.0,
14264042,0,2015,0.015,0.000,0.069,0.025,0.037,0.036,0.000,0.034,0.030,0.007,0.000,0.040,3,1,0.52155,1,3,1,40.0,,4.0,,0,0,76,10.0,
14264541,0,2015,0.020,0.055,0.031,0.053,0.008,0.057,0.016,0.030,0.033,0.007,0.077,0.055,3,1,0.56466,1,3,0,70.0,,3.0,,0,0,0,,
14264592,0,2015,0.031,0.072,0.111,0.021,0.008,0.011,0.021,0.031,0.028,0.021,0.031,0.031,2,1,0.60776,1,3,1,60.0,,4.0,,0,0,83,45.0,
14264594,0,2015,0.000,0.051,0.067,0.012,0.008,0.008,0.009,0.012,0.056,0.022,0.012,0.115,3,1,0.59868,1,3,1,60.0,,5.0,,0,0,79,15.0,
14264699,0,2015,0.033,0.026,0.106,0.030,0.009,0.016,0.018,0.064,0.038,0.010,0.009,0.040,3,1,0.53289,1,3,1,60.0,,6.0,,0,0,78,29.0,
14264713,0,2015,0.053,0.055,0.018,0.048,0.029,0.073,0.021,0.000,0.166,0.040,0.018,0.091,2,2,0.54505,1,3,1,80.0,,5.0,,0,0,86,7.0,
14264725,1,2015,0.017,0.023,0.019,0.010,0.009,0.049,0.009,0.000,0.029,0.000,0.015,0.028,3,1,0.50000,1,3,1,80.0,29.0,7.0,,0,1,88,29.0,
14264740,0,2015,0.000,0.048,0.057,0.009,0.010,0.009,0.000,0.008,0.083,0.054,0.053,0.212,2,2,0.42366,1,3,1,60.0,,3.0,,0,0,80,7.0,
14264762,0,2015,0.023,0.049,0.036,0.049,0.010,0.000,0.040,0.022,0.012,0.022,0.121,0.090,4,0,0.28774,1,3,1,60.0,,4.0,,0,0,80,10.0,
14265034,0,2015,0.042,0.061,0.124,0.034,0.009,0.048,0.044,0.031,0.000,0.023,0.096,0.066,4,0,0.29779,1,3,1,70.0,,6.0,,0,0,82,38.0,
14265077,0,2015,0.011,0.083,0.028,0.000,0.011,0.000,0.009,0.000,0.082,0.008,0.000,0.062,2,1,0.76163,1,3,0,90.0,,3.0,,0,0,0,21.0,
14265117,0,2015,0.049,0.092,0.103,0.038,0.046,0.049,0.044,0.077,0.227,0.031,0.104,0.194,1,1,0.95956,1,3,1,60.0,,6.0,,0,0,68,48.0,
14265145,0,2015,0.019,0.063,0.106,0.009,0.021,0.075,0.018,0.057,0.103,0.020,0.009,0.085,4,1,0.38014,1,3,1,80.0,,5.0,,0,0,77,,
14265224,0,2015,0.035,0.044,0.044,0.051,0.024,0.025,0.000,0.046,0.045,0.017,0.076,0.075,3,1,0.30603,1,3,1,70.0,,4.0,,0,0,79,,
14265252,0,2015,0.071,0.066,0.062,0.068,0.047,0.035,0.022,0.014,0.133,0.052,0.034,0.134,3,1,0.51984,1,3,1,60.0,,4.0,,0,0,80,75.0,
14265292,0,2015,0.046,0.055,0.033,0.041,0.055,0.025,0.034,0.062,0.220,0.000,0.069,0.096,3,1,0.43534,1,3,1,80.0,,5.0,,0,0,86,38.0,
14265315,1,2015,0.037,0.024,0.033,0.046,0.028,0.026,0.010,0.019,0.037,0.019,0.015,0.026,3,2,0.50000,1,3,1,70.0,33.0,4.0,,0,0,76,,
14265494,0,2015,0.012,0.013,0.056,0.034,0.000,0.047,0.000,0.019,0.019,0.008,0.033,0.011,2,2,0.40809,1,3,1,70.0,,5.0,,0,0,82,0.0,
14265528,1,2015,0.030,0.059,0.146,0.027,0.052,0.009,0.012,0.042,0.089,0.031,0.085,0.127,2,2,0.50000,1,3,1,70.0,28.0,4.0,,0,0,80,,
14265538,0,2015,0.000,0.060,0.066,0.013,0.009,0.030,0.017,0.010,0.079,0.039,0.077,0.056,3,1,0.39224,1,3,1,60.0,,4.0,,0,0,77,32.0,
14265597,0,2015,0.000,0.033,0.132,0.000,0.024,0.030,0.000,0.000,0.060,0.000,0.036,0.054,2,1,0.55515,1,3,1,80.0,,4.0,,0,0,85,7.0,
14265836,0,2015,0.009,0.000,0.047,0.015,0.009,0.011,0.018,0.017,0.012,0.010,0.034,0.018,2,1,0.52907,1,3,1,70.0,,5.0,,0,0,82,13.0,
14265875,0,2015,0.026,0.065,0.037,0.021,0.022,0.009,0.021,0.014,0.101,0.045,0.029,0.093,2,1,0.52358,1,3,1,60.0,,4.0,,0,0,76,27.0,
14265876,1,2015,0.017,0.034,0.000,0.051,0.015,0.000,0.024,0.013,0.036,0.000,0.125,0.033,3,1,0.30198,1,3,0,60.0,32.0,5.0,,0,0,0,,
14266003,0,2015,0.034,0.063,0.018,0.012,0.016,0.022,0.014,0.007,0.018,0.000,0.092,0.048,2,1,0.57634,1,3,1,60.0,,5.0,,0,0,76,99.0,
14266022,0,2015,0.015,0.015,0.084,0.025,0.015,0.020,0.033,0.027,0.012,0.013,0.035,0.000,3,1,0.48016,1,3,1,60.0,,,94.0,0,0,82,63.0,
14266071,1,2015,0.009,0.018,0.042,0.027,0.009,0.000,0.018,0.017,0.000,0.010,0.040,0.051,4,1,0.48016,1,3,1,80.0,32.0,,94.0,0,0,82,29.0,
14266099,0,2015,0.025,0.024,0.056,0.041,0.053,0.036,0.024,0.007,0.088,0.100,0.018,0.088,3,1,0.44048,1,3,1,80.0,,4.0,,0,0,82,36.0,
14266181,1,2015,0.068,0.073,0.107,0.052,0.035,0.042,0.048,0.079,0.087,0.033,0.098,0.157,3,1,0.30603,1,3,0,80.0,26.0,,93.0,0,0,0,14.0,
14266210,0,2015,0.041,0.061,0.055,0.024,0.018,0.000,0.024,0.054,0.074,0.026,0.038,0.037,4,1,0.31771,1,3,1,60.0,,,92.0,0,0,72,18.0,
14266238,0,2015,0.000,0.000,0.066,0.012,0.014,0.000,0.021,0.000,0.000,0.010,0.000,0.014,3,2,0.37603,1,3,1,70.0,,4.0,,0,0,76,,
14266268,0,2015,0.053,0.031,0.000,0.022,0.028,0.024,0.012,0.000,0.106,0.021,0.013,0.024,2,2,0.45050,1,3,1,90.0,,,93.0,0,0,82,0.0,
14266390,1,2015,0.000,0.000,0.009,0.000,0.045,0.000,0.000,0.021,0.014,0.009,0.057,0.020,2,1,0.54132,1,3,1,60.0,24.0,6.0,,0,0,81,18.0,
14266428,0,2015,0.040,0.073,0.131,0.034,0.028,0.045,0.018,0.073,0.149,0.013,0.021,0.140,3,1,0.46689,1,3,1,80.0,,6.0,,0,0,91,20.0,
14266534,0,2015,0.018,0.000,0.048,0.000,0.018,0.000,0.036,0.034,0.016,0.000,0.028,0.036,3,1,0.50000,1,3,1,60.0,,5.0,,0,0,82,50.0,
14266905,0,2015,0.043,0.056,0.009,0.011,0.022,0.012,0.000,0.029,0.177,0.072,0.009,0.076,3,1,0.33471,1,3,1,60.0,,4.0,,0,0,80,15.0,
14266956,0,2015,0.019,0.031,0.017,0.000,0.011,0.010,0.000,0.014,0.074,0.000,0.000,0.024,2,2,0.43534,1,3,1,60.0,,4.0,,0,0,74,,
14267045,0,2015,0.034,0.000,0.115,0.020,0.064,0.034,0.054,0.054,0.028,0.024,0.027,0.058,4,1,0.34733,1,3,1,60.0,,5.0,,0,0,80,56.0,
14267146,0,2015,0.008,0.068,0.051,0.030,0.050,0.034,0.012,0.021,0.099,0.049,0.114,0.162,2,1,0.55515,1,3,1,50.0,,5.0,,0,0,69,38.0,
14267170,1,2015,0.034,0.028,0.000,0.031,0.018,0.065,0.000,0.000,0.037,0.025,0.077,0.044,2,1,0.75794,1,3,1,90.0,26.0,6.0,,0,0,86,31.0,
14267396,1,2015,0.035,0.085,0.115,0.030,0.018,0.016,0.014,0.045,0.139,0.013,0.000,0.127,3,2,0.34914,1,3,1,70.0,25.0,5.0,,0,0,84,6.0,19.0
14267409,0,2015,0.061,0.069,0.074,0.026,0.008,0.034,0.009,0.019,0.047,0.008,0.012,0.054,3,1,0.45868,1,3,1,70.0,,4.0,,0,0,80,36.0,
14267411,0,2015,0.033,0.105,0.000,0.000,0.062,0.008,0.024,0.000,0.291,0.022,0.015,0.087,1,1,0.89604,1,3,1,50.0,,4.0,,0,0,85,8.0,
14267552,1,2015,0.040,0.000,0.040,0.046,0.019,0.027,0.010,0.020,0.009,0.019,0.000,0.015,4,1,0.33456,1,3,1,70.0,26.0,4.0,,0,0,84,,
14267773,1,2015,0.008,0.042,0.009,0.012,0.014,0.000,0.000,0.000,0.011,0.000,0.077,0.033,4,0,0.27477,1,3,1,60.0,20.0,5.0,,0,0,77,99.0,
14267808,0,2015,0.029,0.067,0.070,0.048,0.009,0.019,0.025,0.053,0.046,0.013,0.096,0.175,3,1,0.42188,1,3,1,60.0,,6.0,,0,0,85,55.0,
14267833,1,2015,0.000,0.050,0.024,0.000,0.018,0.016,0.000,0.008,0.063,0.013,0.030,0.099,4,1,0.41279,1,3,1,70.0,33.0,3.0,,0,1,88,62.0,
14268058,0,2015,0.053,0.066,0.137,0.064,0.000,0.060,0.033,0.073,0.063,0.052,0.038,0.183,3,1,0.45868,1,3,1,60.0,,5.0,,0,0,75,,
14268064,0,2015,0.012,0.130,0.150,0.025,0.025,0.033,0.000,0.019,0.191,0.093,0.045,0.273,3,1,0.51984,1,3,1,60.0,,3.0,,0,0,75,10.0,
14268159,0,2015,0.008,0.034,0.000,0.024,0.038,0.009,0.012,0.016,0.030,0.009,0.134,0.087,3,2,0.38550,1,3,1,70.0,,5.0,,0,0,89,,
14268330,0,2015,0.000,0.009,0.038,0.000,0.021,0.000,0.012,0.000,0.020,0.011,0.000,0.012,2,2,0.55495,1,3,1,60.0,,5.0,,0,0,82,54.0,
14268410,0,2015,0.009,0.019,0.024,0.010,0.026,0.025,0.027,0.017,0.032,0.027,0.062,0.044,2,1,0.65086,1,3,0,70.0,,5.0,,0,0,0,43.0,
14268616,0,2015,0.028,0.033,0.024,0.023,0.027,0.031,0.020,0.000,0.120,0.007,0.028,0.053,2,1,0.57075,1,3,1,90.0,,7.0,,0,0,83,18.0,
14268688,0,2015,0.030,0.071,0.000,0.037,0.032,0.051,0.021,0.017,0.168,0.011,0.031,0.081,3,2,0.47093,1,3,1,70.0,,6.0,,0,0,82,,
14268723,1,2015,0.032,0.015,0.013,0.051,0.000,0.024,0.012,0.014,0.000,0.013,0.019,0.000,1,1,0.85377,1,3,1,90.0,27.0,3.0,,0,0,84,2.0,
14268956,0,2015,0.063,0.010,0.011,0.055,0.026,0.036,0.018,0.007,0.012,0.019,0.016,0.000,2,1,0.71978,1,3,1,70.0,,5.0,,0,0,81,22.0,
14269000,0,2015,0.011,0.011,0.000,0.010,0.027,0.063,0.000,0.000,0.039,0.017,0.051,0.026,2,1,0.60776,1,3,1,80.0,,4.0,,0,0,85,14.0,
14269023,1,2015,0.024,0.015,0.031,0.012,0.020,0.008,0.026,0.026,0.031,0.013,0.092,0.011,3,1,0.45495,1,3,1,70.0,34.0,5.0,,0,0,82,36.0,
14269103,0,2015,0.008,0.054,0.009,0.000,0.009,0.016,0.007,0.012,0.056,0.011,0.070,0.043,1,1,0.90541,1,3,1,80.0,,6.0,,0,0,85,42.0,
14269353,0,2015,0.052,0.120,0.110,0.037,0.033,0.034,0.030,0.050,0.135,0.050,0.150,0.159,3,1,0.52358,1,3,1,70.0,,5.0,,0,0,81,82.0,
14269473,0,2015,0.015,0.012,0.069,0.015,0.007,0.009,0.009,0.033,0.038,0.011,0.009,0.070,2,1,0.60989,1,3,1,70.0,,4.0,,0,0,78,8.0,
14269623,0,2015,0.027,0.131,0.110,0.013,0.027,0.000,0.008,0.000,0.214,0.026,0.145,0.198,3,1,0.40991,1,3,1,60.0,,3.0,,0,0,75,33.0,
14269684,0,2015,0.045,0.013,0.056,0.030,0.000,0.055,0.000,0.019,0.019,0.000,0.000,0.011,4,1,0.31771,1,3,1,60.0,,5.0,,0,0,84,8.0,
14269700,0,2015,0.034,0.083,0.022,0.044,0.029,0.027,0.012,0.022,0.117,0.040,0.114,0.128,3,2,0.36111,1,3,1,60.0,,5.0,,0,0,82,,
14270090,0,2015,0.000,0.019,0.009,0.000,0.015,0.009,0.008,0.000,0.023,0.010,0.000,0.021,3,2,0.40132,1,3,1,60.0,,5.0,,0,0,78,,
14270097,0,2015,0.041,0.100,0.046,0.081,0.029,0.028,0.012,0.019,0.091,0.024,0.129,0.128,3,1,0.50000,1,3,1,60.0,,4.0,,0,0,79,45.0,
14270156,0,2015,0.016,0.025,0.009,0.000,0.008,0.000,0.000,0.000,0.008,0.008,0.009,0.000,3,2,0.37805,1,3,1,40.0,,,93.0,0,0,78,,
14270370,0,2015,0.027,0.000,0.133,0.009,0.025,0.009,0.050,0.052,0.000,0.008,0.028,0.036,1,1,0.84926,1,3,1,80.0,,6.0,,0,0,78,64.0,
14270556,1,2015,0.032,0.000,0.000,0.032,0.000,0.023,0.007,0.012,0.009,0.000,0.000,0.027,5,1,0.35149,1,3,1,80.0,32.0,6.0,,0,0,83,,
14270613,0,2015,0.019,0.056,0.018,0.022,0.011,0.018,0.014,0.012,0.083,0.000,0.102,0.057,2,1,0.53289,1,3,1,60.0,,3.0,,0,0,82,3.0,
14270660,1,2015,0.023,0.071,0.077,0.015,0.021,0.008,0.023,0.047,0.151,0.031,0.027,0.124,2,1,0.60776,1,3,1,90.0,15.0,4.0,,0,0,78,11.0,
14271000,0,2015,0.034,0.074,0.033,0.040,0.019,0.018,0.008,0.012,0.154,0.023,0.093,0.174,3,1,0.56466,1,3,1,70.0,,5.0,,0,0,76,0.0,
14271045,0,2015,0.040,0.068,0.108,0.059,0.019,0.053,0.059,0.024,0.054,0.068,0.031,0.138,1,1,0.88168,1,3,1,70.0,,5.0,,0,0,78,,
