B1,B2,B3,B4,B5,dapar,tzadak,mavdak1,mavdak2,rejected,nf,ne,socioT,socioP
279.0,292.0,275.0,128.0,260.0,70.0,,,,0,0,0,27.0,
252.0,290.0,278.0,154.0,263.0,70.0,,,,0,0,0,13.0,14.0
226.0,255.0,247.0,113.0,260.0,90.0,25.0,,,0,0,0,0.0,
255.0,251.0,277.0,180.0,242.0,70.0,32.0,,,0,0,0,,
243.0,252.0,241.0,152.0,187.0,60.0,,,,0,0,0,81.0,52.0
268.0,287.0,278.0,90.0,257.0,90.0,,,,0,0,0,85.0,
233.0,242.0,249.0,144.0,281.0,60.0,,,,0,0,0,,
252.0,251.0,240.0,128.0,253.0,60.0,,,,0,0,0,9.0,
244.0,260.0,266.0,123.0,290.0,70.0,30.0,,,0,0,0,,
260.0,257.0,245.0,139.0,241.0,70.0,33.0,,,0,0,0,7.0,
274.0,259.0,234.0,111.0,252.0,70.0,,,,0,0,0,,
307.0,256.0,241.0,171.0,215.0,70.0,,,,0,0,0,40.0,
257.0,237.0,214.0,146.0,207.0,60.0,,,,0,0,0,75.0,
252.0,281.0,240.0,114.0,242.0,70.0,,,,0,0,0,20.0,
256.0,275.0,251.0,108.0,256.0,60.0,,,,0,0,0,57.0,
235.0,245.0,245.0,135.0,230.0,80.0,33.0,,,0,0,0,53.0,
282.0,282.0,253.0,154.0,275.0,40.0,,,,0,0,0,33.0,
286.0,276.0,297.0,112.0,263.0,60.0,,,,0,0,0,25.0,
263.0,299.0,286.0,59.0,259.0,70.0,,,,0,0,0,6.0,
272.0,251.0,232.0,126.0,217.0,60.0,,,,0,0,0,39.0,
242.0,257.0,225.0,170.0,177.0,70.0,25.0,,,0,0,0,0.0,
229.0,246.0,261.0,128.0,240.0,80.0,33.0,,,0,0,0,,18.0
262.0,287.0,207.0,158.0,191.0,80.0,,,,0,0,0,64.0,
277.0,245.0,215.0,158.0,220.0,60.0,,,,0,0,0,25.0,
271.0,306.0,257.0,112.0,230.0,70.0,,,,0,0,0,12.0,
251.0,288.0,231.0,181.0,216.0,80.0,,,,0,0,0,7.0,
260.0,248.0,251.0,138.0,254.0,70.0,,,,0,0,0,20.0,
263.0,245.0,259.0,161.0,233.0,70.0,,,,0,0,0,,29.0
282.0,284.0,242.0,127.0,260.0,60.0,,,,0,0,0,,
289.0,260.0,209.0,206.0,213.0,70.0,,,,0,0,0,,
263.0,294.0,260.0,94.0,259.0,70.0,,,,0,0,0,50.0,
254.0,283.0,226.0,145.0,210.0,70.0,,,,0,0,0,33.0,
206.0,225.0,189.0,151.0,195.0,90.0,24.0,,,0,0,0,4.0,
240.0,272.0,263.0,105.0,218.0,70.0,30.0,,,0,0,0,48.0,
300.0,287.0,227.0,138.0,204.0,50.0,,,,0,0,0,61.0,
305.0,290.0,240.0,117.0,258.0,70.0,,,,0,0,0,,
271.0,279.0,256.0,97.0,239.0,60.0,,,,0,0,0,0.0,
293.0,293.0,265.0,79.0,183.0,70.0,,,,0,0,0,26.0,
278.0,283.0,236.0,142.0,258.0,70.0,,,,0,0,0,10.0,
245.0,303.0,236.0,101.0,228.0,70.0,33.0,,,0,0,0,0.0,
295.0,284.0,271.0,166.0,318.0,60.0,,,,0,0,0,29.0,
276.0,283.0,266.0,156.0,258.0,60.0,,,,0,0,0,38.0,
280.0,321.0,235.0,62.0,176.0,60.0,36.0,,,0,0,0,57.0,
265.0,268.0,251.0,126.0,210.0,50.0,,,,0,0,1,20.0,
234.0,231.0,197.0,135.0,257.0,70.0,26.0,,,0,0,0,8.0,
264.0,298.0,307.0,68.0,288.0,70.0,,,,0,0,0,17.0,
223.0,247.0,265.0,135.0,214.0,50.0,27.0,,,0,0,0,17.0,
246.0,252.0,258.0,167.0,267.0,80.0,,,,0,0,0,,7.0
288.0,263.0,261.0,186.0,210.0,60.0,,,,0,1,0,23.0,
286.0,275.0,263.0,151.0,269.0,60.0,,,,0,0,0,27.0,
254.0,233.0,257.0,181.0,220.0,80.0,,,,0,0,0,10.0,
262.0,283.0,242.0,125.0,213.0,40.0,,,,0,0,0,50.0,
280.0,321.0,292.0,94.0,281.0,60.0,,,,0,0,0,87.0,
264.0,261.0,284.0,97.0,293.0,80.0,,,,0,1,0,,0.0
284.0,282.0,255.0,104.0,242.0,60.0,,,,0,0,0,12.0,
236.0,233.0,229.0,228.0,199.0,70.0,,,,0,0,0,68.0,
283.0,267.0,291.0,136.0,286.0,60.0,,,,0,0,0,65.0,45.0
230.0,228.0,238.0,92.0,261.0,60.0,,,,0,0,0,30.0,
284.0,304.0,290.0,70.0,299.0,40.0,,,,0,0,0,23.0,
236.0,238.0,195.0,159.0,207.0,80.0,,,,0,0,0,42.0,
297.0,222.0,287.0,160.0,262.0,70.0,,,,0,0,1,45.0,
246.0,231.0,243.0,115.0,220.0,60.0,,,,0,0,0,94.0,
279.0,274.0,296.0,87.0,226.0,70.0,,,,0,0,0,39.0,
287.0,293.0,256.0,123.0,237.0,70.0,,,,0,0,0,3.0,
246.0,239.0,228.0,129.0,190.0,70.0,,,,0,0,0,18.0,
230.0,290.0,226.0,178.0,242.0,60.0,,,,0,0,0,15.0,
199.0,214.0,262.0,159.0,228.0,60.0,28.0,,,0,0,0,53.0,
242.0,263.0,238.0,131.0,250.0,80.0,,,,0,1,0,10.0,
285.0,307.0,233.0,92.0,227.0,60.0,,,,0,0,0,71.0,
243.0,253.0,261.0,130.0,222.0,60.0,,,,0,0,0,33.0,
262.0,288.0,254.0,158.0,215.0,60.0,,,,0,0,0,60.0,
275.0,272.0,256.0,108.0,255.0,80.0,,,,0,0,0,,
255.0,247.0,195.0,176.0,230.0,70.0,25.0,,,0,0,0,20.0,3.0
299.0,271.0,272.0,113.0,254.0,70.0,,,,0,0,0,40.0,
288.0,294.0,230.0,123.0,226.0,50.0,,,,0,0,0,,68.0
245.0,267.0,213.0,110.0,224.0,60.0,22.0,,,0,0,0,51.0,
282.0,277.0,233.0,138.0,244.0,70.0,,,,0,0,0,,
264.0,270.0,262.0,121.0,272.0,70.0,,,,0,0,0,13.0,
281.0,246.0,241.0,128.0,245.0,60.0,,,,0,0,0,75.0,
270.0,273.0,256.0,163.0,251.0,70.0,,,,0,0,0,0.0,
309.0,312.0,259.0,75.0,264.0,60.0,,,,0,1,0,0.0,
264.0,248.0,224.0,135.0,242.0,70.0,,,,0,0,0,40.0,
285.0,237.0,255.0,93.0,238.0,60.0,,,,0,0,0,40.0,
215.0,250.0,259.0,135.0,224.0,80.0,35.0,,,0,0,0,25.0,
287.0,266.0,257.0,79.0,235.0,80.0,,,,0,0,0,75.0,
230.0,228.0,224.0,130.0,225.0,90.0,20.0,,,1,0,0,,
249.0,251.0,223.0,210.0,205.0,60.0,,,,0,0,0,63.0,
218.0,238.0,224.0,177.0,224.0,60.0,28.0,,,0,0,0,14.0,
256.0,271.0,262.0,161.0,262.0,70.0,33.0,,,0,0,0,75.0,
249.0,270.0,270.0,140.0,259.0,80.0,27.0,,,0,0,0,53.0,
268.0,255.0,144.0,217.0,159.0,90.0,25.0,,,0,0,0,48.0,
265.0,289.0,209.0,116.0,232.0,60.0,27.0,,,0,0,0,3.0,
233.0,236.0,256.0,210.0,233.0,60.0,24.0,,,0,0,0,10.0,
283.0,239.0,241.0,225.0,262.0,80.0,23.0,,,0,0,0,9.0,
214.0,232.0,252.0,105.0,223.0,90.0,35.0,,,0,0,0,12.0,
277.0,250.0,213.0,151.0,223.0,90.0,,,,0,0,0,50.0,
269.0,266.0,225.0,125.0,235.0,80.0,32.0,,,0,0,0,29.0,
265.0,264.0,212.0,124.0,218.0,90.0,19.0,,,0,1,0,6.0,
278.0,267.0,264.0,121.0,269.0,80.0,25.0,,,0,0,0,27.0,
277.0,275.0,252.0,82.0,287.0,60.0,28.0,,,0,0,0,2.0,
234.0,219.0,170.0,171.0,237.0,80.0,,,,0,1,0,13.0,
287.0,258.0,268.0,97.0,265.0,80.0,,,,0,0,0,7.0,
238.0,242.0,251.0,130.0,244.0,80.0,,,,0,0,0,3.0,
249.0,244.0,217.0,147.0,192.0,90.0,,,,0,0,0,2.0,
219.0,259.0,305.0,99.0,240.0,60.0,25.0,,,0,1,0,18.0,
263.0,294.0,269.0,72.0,255.0,80.0,,,,0,0,0,3.0,
261.0,229.0,182.0,155.0,193.0,80.0,18.0,,,0,0,0,0.0,
221.0,283.0,195.0,140.0,253.0,80.0,19.0,,,0,0,0,32.0,
287.0,312.0,252.0,109.0,260.0,40.0,32.0,,,0,0,0,6.0,
277.0,304.0,238.0,115.0,243.0,90.0,,,,0,0,0,9.0,
246.0,282.0,257.0,112.0,243.0,90.0,24.0,,,0,0,0,,
278.0,274.0,272.0,80.0,272.0,90.0,25.0,,,0,0,0,6.0,
241.0,231.0,198.0,129.0,214.0,90.0,24.0,,,0,0,0,8.0,
269.0,289.0,261.0,82.0,265.0,80.0,24.0,,,0,0,0,15.0,
229.0,266.0,240.0,99.0,236.0,90.0,28.0,,,0,0,0,4.0,
204.0,248.0,262.0,159.0,215.0,80.0,,,,0,0,0,3.0,
293.0,300.0,210.0,120.0,229.0,90.0,26.0,,,0,0,0,,
254.0,258.0,263.0,125.0,281.0,70.0,26.0,,,0,0,0,23.0,
279.0,277.0,235.0,127.0,222.0,60.0,27.0,,,0,0,0,50.0,
292.0,258.0,267.0,150.0,237.0,60.0,27.0,,,0,0,0,73.0,
272.0,239.0,196.0,158.0,241.0,70.0,,,,0,0,0,25.0,
226.0,223.0,242.0,159.0,250.0,40.0,,,,0,0,0,0.0,
232.0,236.0,223.0,133.0,185.0,90.0,23.0,,,0,0,0,10.0,
290.0,218.0,263.0,180.0,237.0,60.0,,,,0,0,0,0.0,
239.0,261.0,210.0,130.0,232.0,50.0,,,,0,0,0,30.0,
290.0,275.0,254.0,109.0,258.0,70.0,,,,0,0,0,25.0,
264.0,220.0,179.0,193.0,232.0,80.0,,,,0,0,0,20.0,
252.0,247.0,245.0,151.0,247.0,50.0,,,,0,0,0,50.0,
219.0,227.0,234.0,163.0,228.0,60.0,26.0,,,0,0,0,17.0,
256.0,268.0,236.0,118.0,216.0,80.0,,,,0,0,0,20.0,
282.0,280.0,220.0,182.0,240.0,80.0,,,,0,0,0,40.0,
253.0,234.0,266.0,192.0,239.0,80.0,,,,0,0,0,0.0,
263.0,262.0,271.0,93.0,241.0,70.0,,,,0,0,0,,
266.0,272.0,259.0,149.0,248.0,60.0,25.0,,,0,0,0,0.0,
252.0,224.0,226.0,178.0,241.0,60.0,,,,0,0,0,22.0,
287.0,285.0,271.0,122.0,272.0,60.0,,,,0,0,0,38.0,
288.0,272.0,254.0,128.0,281.0,60.0,,,,0,0,0,18.0,
279.0,289.0,224.0,73.0,227.0,90.0,34.0,,,0,0,0,24.0,
296.0,231.0,276.0,117.0,253.0,50.0,,,,0,0,0,26.0,
232.0,221.0,180.0,172.0,242.0,90.0,,,,0,0,0,0.0,
231.0,272.0,239.0,154.0,171.0,90.0,,,,0,0,0,3.0,
311.0,289.0,181.0,140.0,236.0,70.0,,,,0,0,0,0.0,
285.0,238.0,272.0,149.0,282.0,80.0,,,,0,0,0,24.0,
269.0,279.0,244.0,80.0,274.0,70.0,,,,0,0,0,38.0,
251.0,275.0,307.0,147.0,287.0,70.0,,,,0,0,0,19.0,
244.0,286.0,261.0,116.0,228.0,90.0,31.0,,,0,0,0,36.0,
246.0,238.0,233.0,115.0,253.0,60.0,,,,0,0,0,33.0,
215.0,238.0,222.0,146.0,227.0,80.0,,,,0,0,0,,
246.0,252.0,221.0,123.0,223.0,80.0,,,,0,0,0,34.0,
254.0,291.0,282.0,106.0,236.0,90.0,31.0,,,0,0,0,,
277.0,297.0,224.0,165.0,285.0,60.0,,,,0,0,0,6.0,
258.0,278.0,276.0,136.0,258.0,70.0,,,,0,0,0,3.0,
295.0,308.0,243.0,82.0,221.0,60.0,26.0,,,0,0,0,,
264.0,254.0,260.0,155.0,236.0,70.0,,,,0,1,0,28.0,
276.0,254.0,289.0,113.0,288.0,80.0,,,,0,0,0,30.0,
254.0,267.0,243.0,125.0,247.0,50.0,,,,0,0,0,31.0,
260.0,281.0,249.0,160.0,227.0,80.0,,,,0,0,0,38.0,
269.0,292.0,264.0,90.0,262.0,70.0,,,,0,0,0,,
284.0,297.0,251.0,94.0,249.0,60.0,,,,0,0,0,50.0,
276.0,261.0,193.0,123.0,192.0,70.0,26.0,,,0,0,0,42.0,
238.0,277.0,268.0,117.0,211.0,80.0,30.0,,,0,0,0,,
263.0,258.0,225.0,134.0,212.0,80.0,,,,0,0,0,65.0,
199.0,218.0,248.0,140.0,229.0,60.0,19.0,,,0,0,0,30.0,
264.0,200.0,220.0,197.0,238.0,80.0,,,,0,0,0,0.0,
243.0,273.0,210.0,148.0,200.0,50.0,,,,0,0,0,38.0,
294.0,294.0,237.0,109.0,218.0,70.0,,,,0,0,0,0.0,
287.0,277.0,271.0,146.0,210.0,60.0,,,,0,0,0,53.0,
285.0,261.0,213.0,143.0,228.0,80.0,26.0,,,0,0,0,67.0,
257.0,264.0,215.0,111.0,219.0,70.0,27.0,,,0,0,0,25.0,
240.0,296.0,258.0,102.0,283.0,70.0,25.0,,,0,0,0,74.0,
265.0,276.0,309.0,113.0,247.0,90.0,25.0,,,1,0,0,6.0,
260.0,274.0,234.0,97.0,197.0,70.0,25.0,,,0,0,0,8.0,
226.0,263.0,260.0,132.0,245.0,90.0,,,,0,0,0,29.0,
273.0,289.0,203.0,94.0,193.0,70.0,27.0,,,0,0,0,,
280.0,249.0,260.0,97.0,246.0,80.0,31.0,,,0,0,0,35.0,
275.0,302.0,244.0,156.0,262.0,40.0,,,,0,0,0,54.0,
261.0,280.0,231.0,130.0,233.0,80.0,27.0,,,0,0,0,0.0,
283.0,274.0,224.0,126.0,249.0,90.0,26.0,,,0,0,0,57.0,
263.0,304.0,286.0,131.0,256.0,70.0,24.0,,,0,0,0,7.0,
264.0,258.0,265.0,77.0,284.0,90.0,30.0,,,0,0,0,19.0,
171.0,270.0,257.0,161.0,209.0,80.0,24.0,,,1,0,0,0.0,
281.0,303.0,291.0,80.0,251.0,80.0,26.0,,,0,0,0,0.0,
245.0,259.0,256.0,99.0,218.0,90.0,20.0,,,0,0,0,9.0,
246.0,206.0,190.0,204.0,228.0,70.0,25.0,,,0,0,0,33.0,
263.0,240.0,186.0,128.0,212.0,90.0,22.0,,,0,0,0,3.0,
239.0,261.0,205.0,124.0,230.0,90.0,27.0,,,0,0,0,14.0,
238.0,314.0,275.0,119.0,245.0,60.0,24.0,,,0,0,0,12.0,
247.0,239.0,229.0,177.0,203.0,50.0,27.0,,,0,0,0,,0.0
245.0,280.0,205.0,140.0,228.0,80.0,25.0,,,0,1,0,35.0,
278.0,303.0,256.0,78.0,221.0,70.0,,,,0,0,0,24.0,
274.0,293.0,278.0,67.0,254.0,70.0,,,,0,0,0,27.0,
236.0,277.0,230.0,138.0,251.0,70.0,31.0,,,0,0,0,3.0,
249.0,233.0,203.0,154.0,220.0,70.0,34.0,,,0,0,1,11.0,
288.0,279.0,188.0,88.0,192.0,80.0,26.0,,,0,0,0,15.0,
250.0,222.0,225.0,143.0,192.0,70.0,,,,0,0,0,24.0,
260.0,245.0,263.0,124.0,278.0,80.0,24.0,,,0,0,0,91.0,
249.0,276.0,204.0,108.0,236.0,80.0,21.0,,,0,0,0,14.0,
272.0,227.0,267.0,152.0,306.0,90.0,32.0,,,0,0,0,8.0,
257.0,254.0,214.0,129.0,237.0,90.0,29.0,,,0,0,0,11.0,
234.0,233.0,228.0,134.0,236.0,80.0,34.0,,,0,0,0,8.0,
283.0,266.0,235.0,105.0,227.0,80.0,24.0,,,0,0,0,6.0,
247.0,300.0,329.0,105.0,316.0,80.0,21.0,,,0,0,0,19.0,
275.0,274.0,235.0,115.0,255.0,80.0,25.0,,,0,0,0,5.0,
227.0,235.0,229.0,102.0,235.0,80.0,31.0,,,0,0,0,3.0,
287.0,272.0,205.0,125.0,243.0,80.0,,,,0,0,0,15.0,
210.0,272.0,243.0,118.0,216.0,70.0,29.0,,,0,0,0,9.0,
258.0,199.0,247.0,150.0,213.0,70.0,29.0,,,0,0,0,37.0,
275.0,281.0,219.0,127.0,205.0,80.0,30.0,,,0,0,0,7.0,
279.0,238.0,290.0,115.0,267.0,80.0,32.0,,,0,0,0,8.0,
244.0,287.0,199.0,134.0,232.0,80.0,24.0,,,0,0,0,11.0,
279.0,283.0,287.0,103.0,269.0,70.0,,,,0,0,0,13.0,
239.0,257.0,195.0,122.0,218.0,80.0,26.0,,,0,0,0,16.0,
249.0,210.0,240.0,126.0,210.0,80.0,,,,0,0,0,30.0,
273.0,288.0,289.0,89.0,263.0,90.0,29.0,,,0,0,0,6.0,
268.0,276.0,214.0,114.0,215.0,80.0,,,,1,0,0,32.0,
227.0,221.0,227.0,159.0,194.0,70.0,28.0,,,0,0,0,25.0,
271.0,248.0,184.0,166.0,246.0,90.0,25.0,,,0,0,0,14.0,
271.0,250.0,174.0,112.0,227.0,90.0,16.0,,,0,0,0,0.0,
253.0,229.0,226.0,164.0,233.0,60.0,25.0,,,0,0,0,0.0,
221.0,233.0,220.0,142.0,247.0,90.0,27.0,,,0,0,0,,
286.0,295.0,276.0,56.0,254.0,90.0,30.0,,,0,0,0,78.0,
210.0,237.0,228.0,166.0,169.0,80.0,24.0,,,0,0,0,8.0,
232.0,191.0,230.0,186.0,198.0,80.0,27.0,,,0,0,0,23.0,
261.0,241.0,225.0,137.0,235.0,80.0,24.0,,,0,0,0,45.0,
206.0,223.0,247.0,116.0,241.0,90.0,27.0,,93.0,0,0,0,,
269.0,284.0,256.0,121.0,244.0,80.0,23.0,,,0,0,0,,
273.0,282.0,244.0,92.0,204.0,50.0,,,,0,0,0,25.0,
242.0,252.0,237.0,118.0,258.0,80.0,25.0,,,0,0,0,23.0,
247.0,280.0,247.0,146.0,247.0,40.0,,,,0,0,0,35.0,
256.0,247.0,244.0,142.0,272.0,70.0,34.0,,,0,0,0,0.0,
223.0,231.0,235.0,130.0,197.0,90.0,24.0,,,0,0,0,36.0,
264.0,297.0,245.0,156.0,223.0,50.0,,,,0,0,0,30.0,
268.0,259.0,272.0,107.0,242.0,70.0,31.0,,,0,0,0,10.0,
264.0,239.0,231.0,112.0,225.0,80.0,29.0,,,0,0,0,50.0,
210.0,280.0,245.0,87.0,231.0,80.0,26.0,,,0,0,0,23.0,
234.0,266.0,239.0,131.0,184.0,90.0,28.0,,,0,0,0,8.0,
268.0,272.0,273.0,100.0,255.0,80.0,24.0,,,0,0,0,,
245.0,261.0,222.0,153.0,223.0,90.0,26.0,,,0,0,0,7.0,
232.0,265.0,194.0,197.0,244.0,90.0,,,,0,0,0,14.0,
181.0,247.0,256.0,148.0,167.0,60.0,36.0,,,0,0,0,,
259.0,228.0,243.0,144.0,244.0,90.0,28.0,,,0,0,0,,
293.0,307.0,246.0,119.0,288.0,60.0,27.0,,,0,0,0,,
231.0,287.0,205.0,164.0,218.0,60.0,,,,0,0,0,70.0,
273.0,278.0,245.0,108.0,242.0,70.0,26.0,,,0,0,0,,
226.0,237.0,186.0,198.0,222.0,80.0,36.0,,,0,0,0,87.0,
255.0,279.0,234.0,131.0,189.0,60.0,,,,0,0,0,0.0,
268.0,268.0,260.0,90.0,265.0,80.0,26.0,,,0,0,0,,
207.0,255.0,231.0,141.0,222.0,90.0,33.0,,,0,0,0,0.0,
273.0,253.0,261.0,120.0,270.0,90.0,27.0,,,0,0,0,8.0,
258.0,276.0,271.0,113.0,275.0,90.0,25.0,,,0,0,0,8.0,
275.0,277.0,252.0,123.0,227.0,60.0,,,,0,0,0,14.0,
272.0,245.0,237.0,107.0,254.0,60.0,,,,0,0,0,75.0,
242.0,299.0,279.0,130.0,228.0,80.0,29.0,,,0,0,0,36.0,
247.0,243.0,229.0,98.0,216.0,80.0,27.0,,,0,0,0,15.0,
210.0,206.0,265.0,134.0,229.0,90.0,24.0,,,0,0,0,0.0,
238.0,246.0,234.0,138.0,222.0,90.0,25.0,,,0,0,0,57.0,
220.0,238.0,168.0,166.0,157.0,90.0,,,,0,0,0,0.0,
283.0,270.0,248.0,127.0,222.0,70.0,,,,0,0,0,,
228.0,237.0,244.0,132.0,257.0,70.0,,,,0,0,0,0.0,
263.0,260.0,217.0,129.0,222.0,40.0,33.0,,,0,0,0,0.0,
224.0,227.0,265.0,179.0,250.0,50.0,26.0,,,0,0,0,,
275.0,291.0,218.0,77.0,252.0,40.0,,,,0,0,0,62.0,
258.0,247.0,236.0,133.0,254.0,60.0,26.0,,,0,0,0,,
266.0,259.0,235.0,141.0,219.0,60.0,,,,0,0,0,24.0,
265.0,284.0,270.0,135.0,297.0,90.0,,,,0,0,0,0.0,
257.0,293.0,246.0,111.0,231.0,60.0,24.0,,,0,0,0,,
255.0,260.0,272.0,118.0,257.0,70.0,33.0,,,0,0,0,19.0,
253.0,276.0,231.0,121.0,242.0,80.0,32.0,,,0,0,0,0.0,
272.0,303.0,279.0,94.0,155.0,60.0,,,,0,0,0,,
239.0,246.0,247.0,137.0,249.0,70.0,25.0,,,0,0,0,,
275.0,287.0,267.0,111.0,275.0,60.0,,,,0,0,0,9.0,
295.0,288.0,269.0,92.0,259.0,80.0,,,,0,0,0,29.0,
261.0,247.0,217.0,166.0,216.0,60.0,,,,0,0,0,30.0,
262.0,276.0,212.0,159.0,227.0,80.0,,,,0,0,0,13.0,
279.0,256.0,236.0,136.0,197.0,30.0,,,,0,0,0,25.0,
251.0,254.0,188.0,159.0,227.0,70.0,24.0,,,0,0,0,0.0,
284.0,273.0,280.0,107.0,274.0,60.0,,,,0,0,0,33.0,
261.0,184.0,220.0,149.0,203.0,30.0,,,,0,0,1,0.0,
289.0,234.0,306.0,166.0,293.0,80.0,,,,0,0,0,14.0,
276.0,214.0,255.0,142.0,269.0,70.0,,,,0,0,0,70.0,
268.0,292.0,284.0,179.0,272.0,90.0,,,,0,0,0,21.0,
276.0,276.0,246.0,100.0,230.0,60.0,,,,0,0,0,8.0,
263.0,264.0,192.0,138.0,206.0,90.0,25.0,,,0,0,0,21.0,
174.0,250.0,253.0,126.0,244.0,90.0,,,,0,0,0,46.0,
229.0,255.0,213.0,161.0,175.0,90.0,25.0,,,0,0,0,0.0,
244.0,239.0,257.0,150.0,246.0,60.0,30.0,,,0,0,0,,
287.0,251.0,243.0,115.0,240.0,80.0,,,,0,0,0,13.0,
298.0,258.0,279.0,87.0,303.0,50.0,,,,0,0,0,83.0,
266.0,263.0,201.0,161.0,202.0,90.0,25.0,,,0,0,0,80.0,
269.0,291.0,220.0,137.0,261.0,60.0,,,,0,0,0,10.0,
258.0,252.0,247.0,125.0,246.0,70.0,,,,0,0,0,,
251.0,250.0,239.0,122.0,263.0,80.0,33.0,,,0,0,0,29.0,
287.0,267.0,272.0,116.0,225.0,70.0,30.0,,,0,0,0,36.0,
258.0,284.0,252.0,113.0,223.0,60.0,,,,0,0,0,11.0,
258.0,249.0,225.0,133.0,225.0,90.0,26.0,,,0,0,0,21.0,
267.0,269.0,181.0,144.0,206.0,90.0,24.0,,,0,0,0,0.0,
259.0,297.0,221.0,139.0,220.0,70.0,,,,0,0,0,8.0,
283.0,291.0,273.0,98.0,254.0,80.0,26.0,,,0,0,0,33.0,
243.0,226.0,149.0,207.0,187.0,90.0,,,,0,0,0,0.0,
277.0,271.0,230.0,144.0,250.0,70.0,,,,0,0,0,23.0,
252.0,223.0,262.0,144.0,256.0,70.0,,,,0,0,0,12.0,
301.0,288.0,225.0,127.0,239.0,90.0,26.0,,,0,0,0,7.0,
288.0,280.0,250.0,99.0,292.0,80.0,28.0,,,0,0,0,29.0,
257.0,216.0,254.0,167.0,221.0,70.0,,,,0,0,0,43.0,
259.0,248.0,238.0,131.0,224.0,70.0,,,,0,0,0,22.0,
252.0,233.0,224.0,125.0,222.0,80.0,26.0,,,0,0,0,44.0,
242.0,253.0,215.0,143.0,216.0,90.0,22.0,,,0,0,0,27.0,
290.0,237.0,262.0,116.0,238.0,70.0,25.0,,,0,0,0,,
240.0,238.0,269.0,118.0,259.0,60.0,,,,0,1,0,,
259.0,241.0,248.0,153.0,222.0,70.0,,,,0,0,0,51.0,
261.0,241.0,209.0,110.0,197.0,60.0,,,,0,0,0,0.0,
250.0,243.0,224.0,129.0,283.0,80.0,24.0,,,0,0,0,21.0,
280.0,257.0,228.0,123.0,236.0,70.0,,,,0,0,0,13.0,
270.0,267.0,244.0,93.0,264.0,80.0,33.0,,,0,0,0,14.0,
259.0,223.0,241.0,105.0,258.0,90.0,,,,0,0,0,80.0,
224.0,238.0,212.0,155.0,242.0,90.0,26.0,,,0,0,0,8.0,
253.0,286.0,236.0,128.0,240.0,80.0,35.0,,,0,0,0,,
210.0,269.0,256.0,111.0,254.0,90.0,34.0,,,0,0,0,43.0,
274.0,287.0,214.0,172.0,259.0,50.0,,,,0,0,0,62.0,
267.0,254.0,240.0,107.0,242.0,60.0,,,,0,0,0,7.0,
299.0,272.0,264.0,124.0,271.0,80.0,,,,0,0,0,,
217.0,229.0,232.0,161.0,234.0,50.0,,,,0,0,1,20.0,
285.0,237.0,259.0,168.0,249.0,60.0,,,,0,0,0,40.0,
271.0,271.0,274.0,101.0,261.0,70.0,,,,0,0,0,14.0,
300.0,259.0,249.0,161.0,277.0,70.0,,,,0,0,0,12.0,
249.0,299.0,298.0,136.0,262.0,80.0,,,,0,0,0,29.0,
259.0,247.0,211.0,116.0,183.0,70.0,24.0,,,0,0,0,,
256.0,278.0,189.0,91.0,225.0,60.0,35.0,,,0,0,0,0.0,
244.0,281.0,277.0,116.0,237.0,20.0,,,,0,0,0,38.0,
296.0,291.0,244.0,118.0,244.0,60.0,,,,0,0,0,11.0,
250.0,302.0,313.0,51.0,291.0,80.0,32.0,,,0,0,0,,
300.0,289.0,254.0,87.0,211.0,60.0,32.0,,,0,0,0,35.0,
249.0,257.0,194.0,162.0,211.0,20.0,,,,0,0,0,35.0,
288.0,269.0,258.0,137.0,263.0,60.0,,,,0,0,0,0.0,
231.0,237.0,202.0,157.0,230.0,50.0,,,,0,0,0,53.0,
279.0,234.0,217.0,168.0,279.0,60.0,,,,0,0,0,0.0,
255.0,273.0,294.0,139.0,273.0,60.0,,,,0,0,0,,
226.0,242.0,255.0,120.0,247.0,70.0,26.0,,,0,0,0,,
267.0,254.0,275.0,119.0,270.0,90.0,27.0,,,0,0,0,,
242.0,247.0,244.0,103.0,262.0,70.0,,,,0,0,0,24.0,
237.0,237.0,277.0,147.0,208.0,50.0,,,,0,0,0,40.0,
190.0,259.0,210.0,149.0,160.0,80.0,,,,0,0,0,28.0,
274.0,269.0,241.0,137.0,221.0,50.0,,,,0,0,0,18.0,
239.0,262.0,226.0,177.0,223.0,90.0,,,,0,0,0,6.0,
252.0,275.0,210.0,143.0,239.0,80.0,,,,0,0,0,84.0,
282.0,237.0,250.0,136.0,247.0,70.0,,,,0,0,0,,
226.0,267.0,302.0,125.0,282.0,70.0,25.0,,,0,0,0,,
212.0,221.0,266.0,125.0,210.0,80.0,32.0,,,0,0,0,30.0,
232.0,292.0,235.0,153.0,191.0,70.0,,,,0,0,0,40.0,
267.0,255.0,283.0,170.0,274.0,80.0,,,,0,0,0,11.0,
280.0,270.0,287.0,105.0,252.0,80.0,,,,0,0,0,76.0,
245.0,232.0,216.0,156.0,223.0,70.0,28.0,,,0,0,0,7.0,
266.0,265.0,213.0,165.0,257.0,60.0,,,,0,0,0,34.0,
260.0,290.0,260.0,132.0,211.0,80.0,24.0,,,0,0,0,,
278.0,269.0,263.0,147.0,265.0,60.0,,,,0,0,0,12.0,
252.0,251.0,246.0,156.0,246.0,50.0,,,,0,0,0,17.0,
248.0,231.0,227.0,122.0,201.0,90.0,25.0,,,0,0,0,50.0,
