id,gender,char_g, char_t,year,t0F,t1F,t2F,t3F,t4F,t5F,t6F,t7F,t8F,t9F,t0V,t1V,t2V,t3V,t4V,t5V,t6V,t7V,t8V,t9V,t0L,t1L,t2L,t3L,t4L,t5L,t6L,t7L,t8L,t9L,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD,WORDS_N,UNIQUE_R,Close_type
13822582,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.45909,0.32273,0.00455,0.18636,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,9,8,0,7,0,0,0,0,0,0,1,3,1,80.0,28.0,,93.0,0,0,82,17.0,,44,0.9318,0
13822677,1,1,1,2015,0,0,0,0,0,1,0,0,0,0,0.00345,0.14138,0.00345,0.00345,0.14138,0.45172,0.00345,0.21034,0.00345,0.03793,0,6,0,0,6,9,0,8,0,5,1,3,1,80.0,34.0,4.0,,0,0,84,40.0,,48,0.9375,6
13822721,0,1,2,2015,0,0,0,0,0,0,1,0,0,0,0.28400,0.00400,0.00400,0.08400,0.04400,0.00400,0.32400,0.24400,0.00400,0.00400,8,0,0,6,5,0,9,7,0,0,1,3,1,70.0,,5.0,,0,0,86,46.0,,43,0.9535,0
13822761,0,0,4,2015,0,0,0,0,0,1,0,0,0,0,0.00370,0.00370,0.00370,0.00370,0.00370,0.59630,0.00370,0.37407,0.00370,0.00370,0,0,0,0,0,9,0,8,0,0,1,3,1,70.0,,5.0,,0,0,71,9.0,,45,0.9778,0
13822877,0,0,1,2015,1,0,0,0,0,0,0,0,0,0,0.65769,0.00385,0.04231,0.00385,0.04231,0.00385,0.15769,0.08077,0.00385,0.00385,9,0,5,0,5,0,8,7,0,0,1,3,1,80.0,,8.0,,0,0,80,50.0,,46,0.9130,7
13822879,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.00400,0.80400,0.00400,0.00400,0.08400,0.00400,0.04400,0.00400,0.04400,0.00400,0,9,0,0,8,0,6,0,6,0,1,3,1,80.0,,5.0,,0,0,80,36.0,,42,0.9762,0
13822930,1,1,1,2015,0,0,1,0,0,0,0,0,0,0,0.00714,0.00714,0.72143,0.00714,0.00714,0.00714,0.15000,0.07857,0.00714,0.00714,0,0,9,0,0,0,8,7,0,0,1,3,1,90.0,22.0,,92.0,0,0,84,52.0,,36,0.9167,1
13823071,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00556,0.28333,0.00556,0.00556,0.17222,0.06111,0.00556,0.06111,0.00556,0.39444,0,8,0,0,7,5,0,5,0,9,1,3,1,90.0,26.0,,92.0,0,0,84,,,44,0.9091,0
13823554,1,1,3,2015,0,0,0,0,1,0,0,0,0,0,0.00526,0.00526,0.00526,0.00526,0.53158,0.00526,0.11053,0.00526,0.32105,0.00526,0,0,0,0,9,0,7,0,8,0,1,3,1,70.0,26.0,3.0,,0,0,81,36.0,,34,0.8824,0
13823723,0,1,3,2015,0,0,0,0,0,0,0,0,1,0,0.09167,0.00833,0.00833,0.09167,0.00833,0.00833,0.00833,0.00833,0.50833,0.25833,6,0,0,6,0,0,0,0,9,8,1,3,1,70.0,,6.0,,0,0,86,38.0,,14,1.0000,0
13823778,1,0,1,2015,0,0,0,0,1,0,0,0,0,0,0.04583,0.00417,0.12917,0.00417,0.50417,0.17083,0.00417,0.12917,0.00417,0.00417,5,0,6,0,9,8,0,6,0,0,1,3,1,80.0,32.0,7.0,,0,0,87,40.0,,41,0.9268,3
13823886,0,1,3,2015,0,0,0,0,0,0,1,0,0,0,0.00333,0.00333,0.00333,0.03667,0.17000,0.00333,0.73667,0.03667,0.00333,0.00333,0,0,0,6,8,0,9,6,0,0,1,3,1,50.0,,4.0,,0,0,80,7.0,,45,0.8889,0
13823947,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00588,0.35882,0.00588,0.00588,0.00588,0.00588,0.00588,0.00588,0.00588,0.59412,0,8,0,0,0,0,0,0,0,9,1,3,1,60.0,,6.0,,0,0,85,50.0,,41,0.9024,0
13824018,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00455,0.00455,0.95909,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0,0,9,0,0,0,0,0,0,0,1,3,1,70.0,,4.0,,0,0,86,20.0,,34,0.9706,0
13824046,0,2,4,2015,1,0,0,0,0,0,0,0,0,0,0.63333,0.00370,0.00370,0.00370,0.22593,0.00370,0.00370,0.00370,0.11481,0.00370,9,0,0,0,8,0,0,0,7,0,1,3,1,70.0,,4.0,,0,0,83,8.0,,44,0.9773,0
13824094,0,2,4,2015,0,0,0,0,1,0,0,0,0,0,0.00833,0.25833,0.00833,0.00833,0.50833,0.00833,0.00833,0.00833,0.00833,0.17500,0,8,0,0,9,0,0,0,0,7,1,3,1,60.0,,6.0,,0,0,81,,,14,0.9286,0
13824271,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00500,0.00500,0.95500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0.00500,0,0,9,0,0,0,0,0,0,0,1,3,1,70.0,,4.0,,0,0,75,0.0,,41,0.9756,0
13824649,0,1,1,2015,0,0,1,0,0,0,0,0,0,0,0.01111,0.01111,0.90000,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0,0,9,0,0,0,0,0,0,0,1,3,1,80.0,,3.0,,0,0,89,10.0,,22,0.9091,1
13824737,0,1,2,2015,0,0,0,0,1,0,0,0,0,1,0.00625,0.00625,0.19375,0.00625,0.38125,0.00625,0.00625,0.00625,0.00625,0.38125,0,0,7,0,8,0,0,0,0,8,1,3,1,90.0,,6.0,,0,0,84,7.0,,43,0.8837,0
13825050,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00714,0.07857,0.00714,0.00714,0.00714,0.00714,0.00714,0.00714,0.00714,0.86429,0,8,0,0,0,0,0,0,0,9,1,3,1,50.0,,6.0,,0,0,79,33.0,,23,1.0000,0
13825071,1,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.00909,0.00909,0.00909,0.46364,0.00909,0.10000,0.00909,0.00909,0.00909,0.37273,0,0,0,9,0,7,0,0,0,8,1,3,1,60.0,25.0,,92.0,0,0,78,,,21,0.9524,0
13825287,0,0,2,2015,0,0,1,0,0,0,0,0,0,1,0.18235,0.00588,0.35882,0.06471,0.00588,0.00588,0.00588,0.00588,0.00588,0.35882,7,0,8,6,0,0,0,0,0,8,1,3,1,60.0,,6.0,,0,1,82,64.0,,41,0.9024,0
13825332,1,0,1,2015,0,0,0,0,0,0,0,0,0,1,0.00455,0.00455,0.05000,0.00455,0.00455,0.18636,0.05000,0.09545,0.00455,0.59545,0,0,5,0,0,8,5,7,0,9,1,3,1,60.0,28.0,5.0,,0,0,85,,,47,0.8936,4
13825393,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.00556,0.72778,0.00556,0.00556,0.00556,0.00556,0.17222,0.00556,0.06111,0.00556,0,9,0,0,0,0,8,0,7,0,1,3,0,50.0,,6.0,,0,0,0,15.0,,30,0.9333,0
13825602,1,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00357,0.00357,0.46786,0.11071,0.00357,0.03929,0.25357,0.11071,0.00357,0.00357,0,0,9,6,0,5,8,6,0,0,1,3,1,60.0,31.0,3.0,,0,0,72,22.0,,48,0.9375,0
13825624,0,0,2,2015,0,0,0,1,0,0,0,0,0,0,0.09130,0.00435,0.00435,0.52609,0.09130,0.00435,0.26522,0.00435,0.00435,0.00435,6,0,0,9,6,0,8,0,0,0,1,3,1,60.0,,5.0,,0,0,83,11.0,,47,0.8936,0
13825660,1,1,2,2015,0,0,0,1,0,0,0,0,0,1,0.22778,0.00556,0.06111,0.33889,0.00556,0.00556,0.00556,0.00556,0.00556,0.33889,7,0,6,8,0,0,0,0,0,8,1,3,1,60.0,24.0,3.0,,0,0,86,70.0,,51,0.8627,0
13826188,0,0,1,2015,0,0,0,0,0,0,1,0,0,0,0.00588,0.00588,0.00588,0.06471,0.00588,0.00588,0.77059,0.00588,0.12353,0.00588,0,0,0,7,0,0,9,0,8,0,1,3,1,70.0,,6.0,,0,0,77,11.0,,33,0.8788,2
13826274,0,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.04231,0.00385,0.00385,0.65769,0.00385,0.00385,0.15769,0.00385,0.08077,0.04231,5,0,0,9,0,0,8,0,7,5,1,3,1,90.0,,6.0,,0,0,82,0.0,,45,0.9778,0
13826426,0,0,2,2015,1,0,0,0,0,0,0,0,0,0,0.53929,0.00357,0.14643,0.00357,0.00357,0.00357,0.00357,0.25357,0.03929,0.00357,9,0,7,0,0,0,0,8,6,0,1,3,1,60.0,,8.0,,0,0,75,,,46,0.9130,0
13826993,0,0,1,2015,0,0,1,0,0,0,0,0,0,0,0.00417,0.00417,0.67083,0.12917,0.00417,0.00417,0.00417,0.00417,0.17083,0.00417,0,0,9,7,0,0,0,0,8,0,1,3,0,80.0,,4.0,,0,0,0,40.0,,50,0.8600,1
13827095,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00667,0.07333,0.54000,0.00667,0.00667,0.00667,0.20667,0.00667,0.00667,0.14000,0,6,9,0,0,0,8,0,0,7,1,3,1,50.0,,5.0,,0,0,83,42.0,,28,1.0000,0
13827157,0,1,3,2015,1,0,0,0,0,0,0,0,0,0,0.43667,0.00333,0.10333,0.00333,0.07000,0.00333,0.37000,0.00333,0.00333,0.00333,9,0,7,0,6,0,8,0,0,0,1,3,0,80.0,,,92.0,0,0,0,91.0,,45,0.9333,0
13827261,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00625,0.00625,0.00625,0.25625,0.06875,0.00625,0.00625,0.00625,0.00625,0.63125,0,0,0,8,7,0,0,0,0,9,1,3,1,70.0,,4.0,,0,0,84,22.0,,28,1.0000,0
13827322,0,1,1,2015,0,0,0,0,0,0,0,1,0,0,0.00455,0.00455,0.14091,0.00455,0.00455,0.18636,0.00455,0.55000,0.09545,0.00455,0,0,7,0,0,8,0,9,6,0,1,3,1,90.0,,6.0,,0,0,80,64.0,,50,0.8000,2
13827401,1,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00370,0.00370,0.59630,0.00370,0.22593,0.00370,0.00370,0.00370,0.00370,0.15185,0,0,9,0,8,0,0,0,0,7,1,3,1,60.0,39.0,5.0,,0,0,83,8.0,,43,0.9302,0
13827403,0,0,3,2015,1,0,0,0,0,0,0,0,0,0,0.52069,0.00345,0.00345,0.10690,0.00345,0.00345,0.00345,0.00345,0.34828,0.00345,9,0,0,7,0,0,0,0,8,0,1,3,1,70.0,,6.0,,0,0,83,37.0,,46,0.9130,0
13827448,1,1,3,2015,0,0,0,1,0,0,0,0,0,0,0.15500,0.00500,0.00500,0.45500,0.00500,0.30500,0.05500,0.00500,0.00500,0.00500,7,0,0,9,0,8,6,0,0,0,1,3,1,70.0,31.0,6.0,,0,0,85,7.0,,43,0.9070,0
13827558,0,0,1,2015,0,0,0,0,0,0,0,0,1,0,0.00417,0.00417,0.04583,0.00417,0.00417,0.00417,0.37917,0.00417,0.54583,0.00417,0,0,7,0,0,0,8,0,9,0,1,3,1,70.0,,4.0,,0,0,85,90.0,,52,0.8077,1
13827639,1,1,1,2015,0,0,0,0,0,0,1,0,0,0,0.00357,0.00357,0.00357,0.00357,0.25357,0.00357,0.39643,0.28929,0.03929,0.00357,0,0,0,0,7,0,9,8,6,0,1,3,1,80.0,29.0,6.0,,0,0,88,0.0,,48,0.8125,5
13827643,0,0,2,2015,0,0,1,0,0,0,0,0,0,0,0.00500,0.00500,0.90500,0.00500,0.05500,0.00500,0.00500,0.00500,0.00500,0.00500,0,0,9,0,8,0,0,0,0,0,1,3,1,50.0,,4.0,,0,0,79,0.0,,37,0.8919,0
13827912,1,1,2,2015,0,0,0,0,0,0,0,0,1,0,0.05789,0.00526,0.00526,0.32105,0.00526,0.00526,0.00526,0.11053,0.47895,0.00526,6,0,0,8,0,0,0,7,9,0,1,3,1,70.0,32.0,6.0,,0,0,83,0.0,,50,0.9000,0
13827996,0,1,2,2015,0,0,0,0,0,0,0,0,1,0,0.00476,0.19524,0.00476,0.00476,0.00476,0.00476,0.00476,0.14762,0.52857,0.10000,0,8,0,0,0,0,0,7,9,6,1,3,1,70.0,,4.0,,0,0,80,24.0,,49,0.9388,0
13828234,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00400,0.00400,0.36400,0.00400,0.00400,0.04400,0.28400,0.00400,0.00400,0.28400,0,0,9,0,0,6,7,0,0,7,1,3,1,80.0,,6.0,,0,0,88,18.0,,45,0.9111,0
13828388,1,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.00455,0.27727,0.00455,0.50455,0.00455,0.00455,0.14091,0.00455,0.00455,0.05000,0,8,0,9,0,0,7,0,0,6,1,3,1,80.0,24.0,2.0,,0,0,78,0.0,,48,0.8958,0
13828413,1,1,2,2015,0,1,0,0,1,0,0,0,0,0,0.00435,0.35217,0.00435,0.00435,0.35217,0.00435,0.04783,0.13478,0.00435,0.09130,0,8,0,0,8,0,5,7,0,6,1,3,1,80.0,33.0,5.0,,0,0,76,9.0,,37,0.9730,0
13828468,1,1,3,2015,1,0,0,0,0,0,0,0,0,0,0.56111,0.06111,0.00556,0.00556,0.00556,0.06111,0.00556,0.00556,0.28333,0.00556,9,6,0,0,0,6,0,0,8,0,1,3,1,70.0,26.0,5.0,,0,0,83,31.0,,46,0.7174,0
13828757,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.04583,0.42083,0.12917,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.37917,6,9,7,0,0,0,0,0,0,8,1,3,1,90.0,,6.0,,0,0,83,54.0,,48,0.9167,0
13828773,1,1,1,2015,0,0,0,0,0,0,1,0,0,0,0.00333,0.00333,0.17000,0.00333,0.10333,0.00333,0.53667,0.17000,0.00333,0.00333,0,0,7,0,6,0,9,7,0,0,1,3,1,90.0,28.0,4.0,,0,0,76,35.0,,51,0.8039,5
13828905,1,1,2,2015,0,0,0,0,0,0,0,1,0,0,0.08750,0.00417,0.00417,0.00417,0.00417,0.17083,0.00417,0.58750,0.12917,0.00417,6,0,0,0,0,8,0,9,7,0,1,3,1,90.0,24.0,,93.0,0,0,84,10.0,,46,0.9130,0
13829100,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.00400,0.32400,0.00400,0.00400,0.00400,0.08400,0.04400,0.00400,0.24400,0.28400,0,9,0,0,0,6,5,0,7,8,1,3,1,90.0,32.0,8.0,,0,0,92,0.0,,48,0.8750,0
13829167,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.00435,0.48261,0.09130,0.35217,0.00435,0.00435,0.00435,0.00435,0.04783,0.00435,0,9,7,8,0,0,0,0,6,0,1,3,1,60.0,,5.0,,0,0,81,50.0,,48,0.8750,0
13829204,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0.06111,0.06111,0.00556,0.17222,0.00556,0.28333,0.22778,0.00556,0.00556,0.17222,4,4,0,6,0,9,8,0,0,6,1,3,1,90.0,34.0,4.0,,0,0,81,59.0,,44,0.8864,0
13829290,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.00667,0.54000,0.00667,0.00667,0.00667,0.00667,0.00667,0.14000,0.27333,0.00667,0,9,0,0,0,0,0,7,8,0,1,3,1,60.0,32.0,4.0,,0,0,85,42.0,,41,0.8780,0
13829644,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00370,0.00370,0.00370,0.00370,0.00370,0.00370,0.26296,0.30000,0.00370,0.41111,0,0,0,0,0,0,7,8,0,9,1,3,1,90.0,,5.0,,0,0,78,0.0,,49,0.9592,0
13829650,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.14091,0.00455,0.00455,0.82273,0,0,0,0,0,0,8,0,0,9,1,3,1,50.0,31.0,6.0,,0,0,82,58.0,,46,0.9130,0
13829697,1,1,1,2015,0,0,0,0,0,0,0,1,0,0,0.00357,0.00357,0.00357,0.00357,0.07500,0.11071,0.11071,0.50357,0.14643,0.03929,0,0,0,0,5,6,6,9,8,4,1,3,1,80.0,31.0,7.0,,0,0,82,14.0,,49,0.9592,5
13829767,0,0,3,2015,0,0,0,0,1,0,0,0,0,0,0.00400,0.00400,0.00400,0.00400,0.88400,0.00400,0.08400,0.00400,0.00400,0.00400,0,0,0,0,9,0,8,0,0,0,1,3,1,60.0,,5.0,,0,0,82,15.0,,46,0.8478,0
13829822,1,0,1,2015,0,0,0,0,0,0,1,0,0,0,0.00435,0.04783,0.00435,0.00435,0.00435,0.00435,0.91739,0.00435,0.00435,0.00435,0,8,0,0,0,0,9,0,0,0,1,3,1,90.0,26.0,6.0,,0,0,71,36.0,,47,0.8298,3
13829851,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0.00476,0.00476,0.00476,0.00476,0.24286,0.71905,0.00476,0.00476,0.00476,0.00476,0,0,0,0,8,9,0,0,0,0,1,3,1,90.0,31.0,7.0,,0,0,87,31.0,,44,0.8409,0
13829941,1,1,2,2015,0,0,0,0,0,0,1,0,0,0,0.00588,0.00588,0.06471,0.00588,0.00588,0.00588,0.82941,0.00588,0.06471,0.00588,0,0,7,0,0,0,9,0,7,0,1,3,1,90.0,30.0,4.0,,0,1,85,83.0,,35,0.9429,0
13830166,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00385,0.00385,0.35000,0.00385,0.00385,0.08077,0.00385,0.00385,0.23462,0.31154,0,0,9,0,0,6,0,0,7,8,1,3,1,90.0,,,93.0,0,0,88,,,45,0.8444,0
13830248,1,1,2,2015,0,0,0,0,1,0,0,0,0,0,0.00385,0.00385,0.00385,0.15769,0.54231,0.04231,0.00385,0.00385,0.00385,0.23462,0,0,0,7,9,6,0,0,0,8,1,3,1,80.0,33.0,6.0,,0,0,91,0.0,,44,0.8864,0
13830264,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.50455,0.00455,0.09545,0.00455,0.18636,0.00455,0.00455,0.14091,0.00455,0.05000,9,0,6,0,8,0,0,7,0,5,1,3,1,70.0,27.0,6.0,,0,0,80,8.0,,47,0.8723,0
13830348,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0.00435,0.00435,0.00435,0.00435,0.09130,0.87391,0.00435,0.00435,0.00435,0.00435,0,0,0,0,8,9,0,0,0,0,1,3,1,70.0,,,93.0,0,0,83,4.0,,43,0.9535,0
13830384,1,1,2,2015,0,0,0,1,0,0,0,0,0,0,0.00625,0.00625,0.19375,0.44375,0.00625,0.00625,0.00625,0.06875,0.25625,0.00625,0,0,7,9,0,0,0,6,8,0,1,3,1,40.0,22.0,5.0,,0,0,84,0.0,,28,0.9286,0
13830608,0,0,4,2015,0,0,0,0,0,0,0,1,0,0,0.04231,0.00385,0.19615,0.15769,0.00385,0.00385,0.00385,0.54231,0.00385,0.04231,5,0,8,7,0,0,0,9,0,5,1,3,1,80.0,,4.0,,0,0,86,21.0,,49,0.9184,0
13830610,0,0,1,2015,0,0,1,0,0,0,0,0,0,0,0.00455,0.00455,0.64091,0.00455,0.00455,0.00455,0.00455,0.00455,0.32273,0.00455,0,0,9,0,0,0,0,0,8,0,1,3,1,80.0,,6.0,,0,0,83,55.0,,38,0.8158,7
13830651,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00714,0.00714,0.22143,0.00714,0.00714,0.07857,0.00714,0.00714,0.00714,0.65000,0,0,8,0,0,7,0,0,0,9,1,3,0,50.0,,4.0,,0,0,0,,,35,1.0000,0
13830653,1,1,2,2015,0,0,0,0,1,0,0,0,0,0,0.04231,0.23462,0.00385,0.00385,0.42692,0.27308,0.00385,0.00385,0.00385,0.00385,6,7,0,0,9,8,0,0,0,0,1,3,1,50.0,33.0,4.0,,0,0,83,20.0,,43,0.9302,0
13830722,0,1,2,2015,0,0,0,0,0,0,1,0,0,0,0.26129,0.26129,0.00323,0.00323,0.00323,0.00323,0.42258,0.00323,0.03548,0.00323,7,7,0,0,0,0,9,0,6,0,1,3,1,90.0,,6.0,,0,0,84,14.0,,49,0.8776,0
13831151,0,0,1,2015,0,0,1,0,0,0,0,0,0,0,0.00400,0.00400,0.76400,0.00400,0.00400,0.00400,0.00400,0.20400,0.00400,0.00400,0,0,9,0,0,0,0,8,0,0,1,3,1,70.0,,5.0,,0,0,87,17.0,,45,0.8444,7
13831232,0,1,2,2015,0,0,0,0,0,0,0,1,0,0,0.00833,0.00833,0.25833,0.00833,0.17500,0.00833,0.09167,0.34167,0.00833,0.09167,0,0,8,0,7,0,5,9,0,5,1,3,1,60.0,,5.0,,0,0,85,66.0,,29,0.9310,0
13831639,0,1,1,2015,0,0,0,0,0,0,0,1,0,0,0.00385,0.27308,0.00385,0.11923,0.00385,0.00385,0.11923,0.46538,0.00385,0.00385,0,8,0,6,0,0,6,9,0,0,1,3,1,60.0,,4.0,,0,0,80,,,49,0.9184,7
13831788,0,0,2,2015,0,1,0,0,0,0,0,0,0,0,0.04583,0.46250,0.00417,0.21250,0.08750,0.00417,0.00417,0.04583,0.00417,0.12917,4,9,0,8,6,0,0,4,0,7,1,3,1,60.0,,4.0,,0,0,82,57.0,,47,0.9574,0
13831802,0,1,2,2015,1,0,0,0,0,0,0,0,0,0,0.32400,0.28400,0.00400,0.00400,0.00400,0.00400,0.12400,0.08400,0.08400,0.08400,9,8,0,0,0,0,7,4,4,4,1,3,1,60.0,,4.0,,0,0,84,83.0,,46,0.9565,0
13831887,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.00385,0.54231,0.00385,0.00385,0.23462,0.00385,0.19615,0.00385,0.00385,0.00385,0,9,0,0,8,0,7,0,0,0,1,3,1,70.0,27.0,,94.0,0,0,83,9.0,,47,0.9149,0
13831890,0,1,1,2015,0,0,1,0,0,0,0,0,0,0,0.00385,0.00385,0.54231,0.00385,0.11923,0.04231,0.00385,0.00385,0.27308,0.00385,0,0,9,0,7,6,0,0,8,0,1,3,1,60.0,,8.0,,0,0,83,25.0,,34,0.9118,2
13832167,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.00714,0.72143,0.00714,0.00714,0.00714,0.22143,0.00714,0.00714,0.00714,0.00714,0,9,0,0,0,8,0,0,0,0,1,3,1,50.0,29.0,2.0,,0,0,75,,,27,0.9630,0
13832273,1,1,2,2015,0,0,0,0,0,0,1,0,0,0,0.00476,0.05238,0.00476,0.33810,0.00476,0.00476,0.38571,0.00476,0.00476,0.19524,0,6,0,8,0,0,9,0,0,7,1,3,1,90.0,31.0,5.0,,0,0,90,,,45,0.8889,0
13832468,1,1,2,2015,0,0,0,0,0,0,1,0,0,0,0.27931,0.00345,0.00345,0.03793,0.07241,0.03793,0.31379,0.00345,0.00345,0.24483,8,0,0,4,6,4,9,0,0,7,1,3,1,80.0,33.0,5.0,,0,0,88,,,42,0.9762,0
13832486,1,2,2,2015,0,1,0,0,0,0,0,0,0,0,0.05789,0.58421,0.00526,0.16316,0.16316,0.00526,0.00526,0.00526,0.00526,0.00526,6,9,0,7,7,0,0,0,0,0,1,3,1,70.0,34.0,,93.0,0,0,79,37.0,,47,0.9149,0
13832572,0,2,4,2015,0,0,0,0,0,0,0,0,0,1,0.14643,0.14643,0.18214,0.00357,0.03929,0.00357,0.00357,0.00357,0.21786,0.25357,5,5,7,0,4,0,0,0,8,9,1,3,1,70.0,,7.0,,0,0,83,73.0,,47,0.9149,0
13832940,0,1,2,2015,0,0,0,0,0,0,0,1,0,0,0.27308,0.11923,0.00385,0.00385,0.00385,0.00385,0.04231,0.38846,0.00385,0.15769,8,6,0,0,0,0,5,9,0,7,1,3,1,60.0,,4.0,,0,0,75,,,46,0.9565,0
13833287,1,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00833,0.00833,0.67500,0.00833,0.09167,0.00833,0.00833,0.00833,0.17500,0.00833,0,0,9,0,7,0,0,0,8,0,1,3,1,80.0,35.0,4.0,,0,0,80,5.0,,15,1.0000,0
13833385,0,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00417,0.00417,0.00417,0.12917,0.00417,0.00417,0.12917,0.00417,0.00417,0.71250,0,0,0,7,0,0,7,0,0,9,1,3,1,70.0,,4.0,,0,0,87,13.0,,47,0.9362,0
13833644,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.04783,0.48261,0.00435,0.04783,0.00435,0.00435,0.00435,0.00435,0.00435,0.39565,6,9,0,6,0,0,0,0,0,8,1,3,1,40.0,,5.0,,0,1,89,66.0,66.0,47,0.8723,0
13833765,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00357,0.07500,0.75357,0.00357,0.00357,0.14643,0.00357,0.00357,0.00357,0.00357,0,7,9,0,0,8,0,0,0,0,1,3,1,80.0,,6.0,,0,0,84,8.0,,43,0.9070,0
13833771,0,1,1,2015,0,0,0,0,0,0,0,0,1,0,0.04074,0.00370,0.22593,0.00370,0.00370,0.30000,0.00370,0.00370,0.41111,0.00370,6,0,7,0,0,8,0,0,9,0,1,3,1,70.0,,8.0,,0,0,82,56.0,,41,0.9512,7
13833899,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0.00455,0.00455,0.14091,0.00455,0.09545,0.00455,0.05000,0.00455,0.00455,0.68636,0,0,8,0,7,0,6,0,0,9,1,3,1,70.0,25.0,5.0,,0,0,78,0.0,,45,0.9556,0
13833955,1,1,2,2015,0,0,0,0,0,0,1,0,0,0,0.27727,0.00455,0.00455,0.23182,0.00455,0.00455,0.36818,0.00455,0.00455,0.09545,8,0,0,7,0,0,9,0,0,6,1,3,1,60.0,25.0,6.0,,0,0,80,,,40,0.9500,0
13834028,0,2,4,2015,0,0,0,0,0,0,0,0,1,0,0.00500,0.00500,0.40500,0.05500,0.00500,0.05500,0.00500,0.00500,0.45500,0.00500,0,0,8,6,0,6,0,0,9,0,1,3,1,80.0,,5.0,,0,0,85,0.0,,46,0.9348,0
13834040,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.09545,0.00455,0.41364,0.00455,0.05000,0.00455,0.00455,0.00455,0.23182,0.18636,6,0,9,0,5,0,0,0,8,7,1,3,1,50.0,,6.0,,0,0,83,16.0,,45,0.8889,0
13834261,1,0,1,2015,0,0,0,0,0,1,0,0,0,0,0.00400,0.00400,0.20400,0.00400,0.16400,0.60400,0.00400,0.00400,0.00400,0.00400,0,0,8,0,7,9,0,0,0,0,1,3,1,90.0,26.0,,94.0,0,1,92,85.0,,43,0.9535,6
13834441,0,2,4,2015,0,0,1,0,0,0,0,0,0,0,0.00385,0.11923,0.54231,0.00385,0.00385,0.00385,0.00385,0.00385,0.31154,0.00385,0,7,9,0,0,0,0,0,8,0,1,3,1,60.0,,4.0,,0,0,83,44.0,,47,0.8511,0
13834461,1,1,2,2015,0,0,0,0,0,0,0,1,0,0,0.04583,0.00417,0.04583,0.00417,0.04583,0.08750,0.00417,0.50417,0.00417,0.25417,4,0,4,0,4,7,0,9,0,8,1,3,1,90.0,26.0,5.0,,0,0,81,0.0,,41,0.8537,0
13834489,0,1,1,2015,0,0,0,0,0,1,0,0,0,0,0.07241,0.00345,0.00345,0.00345,0.21034,0.58966,0.10690,0.00345,0.00345,0.00345,6,0,0,0,8,9,7,0,0,0,1,3,1,70.0,,7.0,,0,0,88,60.0,,43,0.9535,6
13834549,0,1,2,2015,0,1,0,0,0,0,0,0,0,0,0.00357,0.50357,0.00357,0.39643,0.03929,0.00357,0.00357,0.03929,0.00357,0.00357,0,9,0,8,6,0,0,6,0,0,1,3,1,90.0,,6.0,,0,0,84,,,48,0.9583,0
