id,gender,char_g, char_t,year,t0F,t1F,t2F,t3F,t4F,t5F,t6F,t7F,t8F,t9F,t10F,t11F,t12F,t13F,t14F,t0V,t1V,t2V,t3V,t4V,t5V,t6V,t7V,t8V,t9V,t10V,t11V,t12V,t13V,t14V,t0L,t1L,t2L,t3L,t4L,t5L,t6L,t7L,t8L,t9L,t10L,t11L,t12L,t13L,t14L,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD,WORDS_N,UNIQUE_R,Close_type
13843509,0,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20000,0.00392,0.04314,0.39608,0.00392,0.00392,0.00392,0.00392,0.12157,0.00392,0.04314,0.00392,0.00392,0.16078,0.00392,13,0,9,14,0,0,0,0,11,0,9,0,0,12,0,1,3,1,70.0,,5.0,,0,0,80,9.0,,47,0.9787,7
13843567,1,2,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21026,0.46667,0.00513,0.00513,0.00513,0.00513,0.26154,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,12,14,0,0,0,0,13,0,0,0,0,0,0,0,0,1,3,1,80.0,32.0,8.0,,0,0,77,79.0,,32,1.0000,0
13843739,0,0,4,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42951,0.00328,0.36393,0.03607,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.13443,0.00328,0.00328,14,0,13,11,0,0,0,0,0,0,0,0,12,0,0,1,3,1,90.0,,5.0,,0,0,83,58.0,,45,0.9556,0
13844734,0,0,1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38723,0.04681,0.00426,0.21702,0.00426,0.04681,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.21702,0.00426,0.04681,14,9,0,12,0,9,0,0,0,0,0,0,12,0,9,1,3,1,60.0,,5.0,,0,0,81,,,47,0.9362,7
13845245,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00426,0.00426,0.00426,0.25957,0.00426,0.42979,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.25957,0.00426,0.00426,0,0,0,12,0,14,0,0,0,0,0,0,12,0,0,1,3,1,60.0,,2.0,,0,0,86,,,37,0.9189,0
13845295,1,2,4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00408,0.20816,0.00408,0.00408,0.00408,0.00408,0.45306,0.00408,0.08571,0.00408,0.00408,0.00408,0.00408,0.08571,0.12653,0,13,0,0,0,0,14,0,10,0,0,0,0,10,12,1,3,1,80.0,31.0,7.0,,0,0,86,8.0,,46,0.8913,0
13845330,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57714,0.00571,0.00571,0.00571,0.12000,0.12000,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.12000,0.00571,14,0,0,0,11,11,0,0,0,0,0,0,0,11,0,1,3,1,80.0,27.0,,93.0,0,0,84,26.0,,44,0.9545,0
13845417,0,2,4,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00377,0.07925,0.00377,0.41887,0.19245,0.00377,0.00377,0.07925,0.00377,0.00377,0.00377,0.19245,0.00377,0.00377,0.00377,0,10,0,14,12,0,0,10,0,0,0,12,0,0,0,1,3,1,60.0,,6.0,,0,0,86,20.0,,50,0.8800,0
13845740,0,1,1,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00392,0.00392,0.23922,0.04314,0.00392,0.00392,0.16078,0.04314,0.00392,0.00392,0.20000,0.00392,0.20000,0.00392,0.08235,0,0,14,8,0,0,11,8,0,0,12,0,12,0,10,1,3,1,70.0,,6.0,,0,0,76,13.0,,46,0.9783,1
13845800,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00351,0.03860,0.00351,0.00351,0.00351,0.14386,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.31930,0.38947,0.07368,0,10,0,0,0,12,0,0,0,0,0,0,13,14,11,1,3,1,90.0,27.0,5.0,,0,0,75,33.0,,45,0.9111,0
13846814,1,1,2,2015,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.01053,0.01053,0.01053,0.01053,0.43158,0.01053,0.01053,0.01053,0.43158,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,1,3,1,80.0,29.0,4.0,,0,0,79,,,19,1.0000,0
13847972,0,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00392,0.00392,0.00392,0.00392,0.63137,0.00392,0.00392,0.00392,0.00392,0.12157,0.12157,0.00392,0.00392,0.08235,0.00392,0,0,0,0,14,0,0,0,0,12,12,0,0,11,0,1,3,1,80.0,,,93.0,0,0,79,7.0,,54,0.8519,0
13886876,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45306,0.00408,0.08571,0.00408,0.00408,0.00408,0.00408,0.08571,0.00408,0.00408,0.12653,0.00408,0.00408,0.20816,0.00408,14,0,10,0,0,0,0,10,0,0,12,0,0,13,0,1,3,1,40.0,28.0,,93.0,0,0,83,36.0,,43,0.8837,0
13891846,1,1,3,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00328,0.00328,0.29836,0.00328,0.06885,0.10164,0.00328,0.06885,0.00328,0.00328,0.00328,0.10164,0.23279,0.00328,0.10164,0,0,14,0,8,10,0,8,0,0,0,10,13,0,10,1,3,1,70.0,24.0,,93.0,0,0,77,21.0,,50,0.9000,0
13892611,0,2,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02222,0.68889,0.02222,0.02222,0.02222,0.02222,0.02222,0.02222,0.02222,0.02222,0.02222,0.02222,0.02222,0.02222,0.02222,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,60.0,,,93.0,0,0,71,13.0,,7,1.0000,0
13900566,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00426,0.30213,0.00426,0.00426,0.21702,0.38723,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.04681,0,13,0,0,12,14,0,0,0,0,0,0,0,0,11,1,3,1,80.0,,3.0,,0,0,82,45.0,,46,0.9348,0
13901195,0,1,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00392,0.00392,0.27843,0.00392,0.04314,0.00392,0.47451,0.00392,0.00392,0.00392,0.16078,0.00392,0.00392,0.00392,0.00392,0,0,13,0,11,0,14,0,0,0,12,0,0,0,0,1,3,1,90.0,,4.0,,0,0,72,50.0,,50,0.8200,1
13902295,1,2,4,2015,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.00444,0.18222,0.22667,0.04889,0.22667,0.00444,0.00444,0.00444,0.18222,0.00444,0.00444,0.00444,0.09333,0.00444,0.00444,0,11,13,9,13,0,0,0,11,0,0,0,10,0,0,1,3,1,60.0,39.0,5.0,,0,0,84,44.0,,42,0.8571,0
13905201,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00444,0.00444,0.00444,0.09333,0.00444,0.00444,0.00444,0.13778,0.00444,0.04889,0.00444,0.00444,0.58222,0.09333,0.00444,0,0,0,11,0,0,0,13,0,10,0,0,14,11,0,1,3,1,70.0,26.0,4.0,,0,0,81,15.0,,53,0.9057,0
13905582,0,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00351,0.00351,0.00351,0.00351,0.67018,0.00351,0.00351,0.00351,0.00351,0.00351,0.03860,0.14386,0.00351,0.10877,0.00351,0,0,0,0,14,0,0,0,0,0,11,13,0,12,0,1,3,1,70.0,,4.0,,0,0,83,8.0,,52,0.8462,0
13905618,0,0,3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39608,0.04314,0.00392,0.12157,0.00392,0.00392,0.00392,0.00392,0.00392,0.04314,0.12157,0.04314,0.20000,0.00392,0.00392,14,8,0,11,0,0,0,0,0,8,11,8,13,0,0,1,3,1,80.0,,5.0,,0,0,87,,,43,0.9535,0
13905636,0,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.00513,0.05641,0.67179,0.05641,0.00513,0.00513,0.00513,0.15897,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0,0,11,14,11,0,0,0,13,0,0,0,0,0,0,1,3,1,70.0,,4.0,,0,0,81,15.0,,50,0.8400,7
13905653,0,1,3,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488,0.44390,0.15122,0.10244,0.05366,0.00488,0.00488,0.00488,0.05366,0.00488,0.00488,0.00488,0.00488,0.15122,0.00488,0,14,12,11,9,0,0,0,9,0,0,0,0,12,0,1,3,1,80.0,,5.0,,0,0,78,0.0,,46,0.8913,0
13905780,0,1,1,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05366,0.00488,0.68780,0.00488,0.00488,0.00488,0.00488,0.00488,0.10244,0.00488,0.00488,0.10244,0.00488,0.00488,0.00488,11,0,14,0,0,0,0,0,12,0,0,12,0,0,0,1,3,1,70.0,,,93.0,0,0,75,,,51,0.8039,1
13906299,0,1,2,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05641,0.00513,0.05641,0.10769,0.00513,0.26154,0.00513,0.05641,0.31282,0.00513,0.00513,0.00513,0.05641,0.00513,0.05641,7,0,7,12,0,13,0,7,14,0,0,0,7,0,7,1,3,0,60.0,,,94.0,0,0,0,63.0,,29,0.9655,0
13907213,1,1,4,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11273,0.00364,0.00364,0.07636,0.00364,0.00364,0.00364,0.00364,0.44000,0.29455,0.00364,0.04000,0.00364,0.00364,0.00364,12,0,0,11,0,0,0,0,14,13,0,10,0,0,0,1,3,1,90.0,31.0,,93.0,0,0,82,31.0,,45,0.9778,0
13907373,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00741,0.00741,0.00741,0.00741,0.00741,0.82222,0.00741,0.00741,0.00741,0.00741,0.00741,0.08148,0.00741,0.00741,0.00741,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,1,3,1,40.0,,,92.0,0,0,72,21.0,,30,0.9000,0
13908230,1,1,2,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04889,0.00444,0.13778,0.44889,0.00444,0.00444,0.00444,0.13778,0.09333,0.04889,0.00444,0.00444,0.00444,0.04889,0.00444,8,0,12,14,0,0,0,12,11,8,0,0,0,8,0,1,3,1,70.0,30.0,5.0,,0,0,84,15.0,,42,0.9524,0
13908263,0,2,4,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10244,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.63902,0.00488,0.00488,0.00488,0.20000,0.00488,0.00488,0.00488,12,0,0,0,0,0,0,14,0,0,0,13,0,0,0,1,3,1,60.0,,5.0,,0,0,81,57.0,,36,0.9167,0
13908271,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18222,0.00444,0.00444,0.00444,0.00444,0.04889,0.00444,0.00444,0.00444,0.27111,0.00444,0.00444,0.36000,0.00444,0.09333,12,0,0,0,0,10,0,0,0,13,0,0,14,0,11,1,3,1,80.0,27.0,,94.0,0,0,81,0.0,,45,0.9556,0
13909284,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00465,0.00465,0.09767,0.00465,0.14419,0.19070,0.00465,0.00465,0.19070,0.00465,0.00465,0.00465,0.05116,0.28372,0.00465,0,0,10,0,11,12,0,0,12,0,0,0,9,14,0,1,3,1,70.0,,,94.0,0,0,79,,,29,0.9310,0
14179914,0,1,3,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00408,0.00408,0.00408,0.37143,0.00408,0.00408,0.00408,0.57551,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0,0,0,13,0,0,0,14,0,0,0,0,0,0,0,1,3,1,60.0,,4.0,,0,0,67,31.0,,47,0.7872,0
14179925,1,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05116,0.00465,0.00465,0.00465,0.37674,0.33023,0.00465,0.00465,0.00465,0.00465,0.00465,0.19070,0.00465,0.00465,0.00465,11,0,0,0,14,13,0,0,0,0,0,12,0,0,0,1,3,1,90.0,24.0,,93.0,0,0,92,54.0,,47,0.8936,0
14179952,0,0,1,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.00328,0.33115,0.13443,0.00328,0.00328,0.23279,0.00328,0.26557,0,0,0,0,0,0,0,0,14,11,0,0,12,0,13,1,3,0,50.0,,5.0,,0,0,0,55.0,,49,0.9388,7
14180009,0,2,4,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27568,0.27568,0.00541,0.16757,0.00541,0.11351,0.05946,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541,0.05946,0.00541,13,13,0,12,0,11,9,0,0,0,0,0,0,9,0,1,3,1,70.0,,4.0,,0,0,77,0.0,,27,0.9259,0
14180088,0,0,1,2015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.04000,0.07636,0.00364,0.25818,0.00364,0.00364,0.25818,0.00364,0.00364,0.22182,0.07636,0.00364,0.04000,0.00364,0.00364,8,10,0,13,0,0,13,0,0,12,10,0,8,0,0,1,3,1,60.0,,8.0,,0,0,85,31.0,,35,1.0000,6
14180097,0,1,3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44348,0.26957,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.18261,14,13,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,1,70.0,,4.0,,0,0,84,25.0,,18,1.0000,0
14180125,0,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00426,0.13191,0.21702,0.38723,0.00426,0.00426,0.00426,0.00426,0.21702,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0,11,12,14,0,0,0,0,12,0,0,0,0,0,0,1,3,1,40.0,,4.0,,0,0,83,14.0,,49,0.8571,5
14180168,1,1,1,2015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00392,0.00392,0.16078,0.27843,0.00392,0.00392,0.27843,0.00392,0.00392,0.20000,0.00392,0.00392,0.00392,0.00392,0.04314,0,0,11,13,0,0,13,0,0,12,0,0,0,0,10,1,3,1,80.0,28.0,6.0,,0,0,73,50.0,,48,0.9375,3
14180194,0,1,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00308,0.00308,0.15692,0.46462,0.12615,0.03385,0.00308,0.00308,0.03385,0.00308,0.00308,0.00308,0.00308,0.15692,0.00308,0,0,12,14,11,9,0,0,9,0,0,0,0,12,0,1,3,0,60.0,,4.0,,0,0,0,27.0,,53,0.8491,1
14180266,0,0,1,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00408,0.00408,0.00408,0.20816,0.12653,0.00408,0.12653,0.49388,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0,0,0,13,11,0,11,14,0,0,0,0,0,0,0,1,3,1,60.0,,5.0,,0,0,87,80.0,,51,0.8824,5
14180364,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01538,0.01538,0.01538,0.01538,0.01538,0.63077,0.01538,0.01538,0.01538,0.16923,0.01538,0.01538,0.01538,0.01538,0.01538,0,0,0,0,0,14,0,0,0,13,0,0,0,0,0,1,3,1,70.0,26.0,4.0,,0,0,86,23.0,,6,1.0000,0
14180541,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12653,0.04490,0.00408,0.00408,0.00408,0.57551,0.00408,0.00408,0.00408,0.00408,0.00408,0.04490,0.12653,0.04490,0.00408,12,9,0,0,0,14,0,0,0,0,0,9,12,9,0,1,3,1,70.0,26.0,4.0,,0,0,80,8.0,,45,0.9111,0
14180572,1,0,3,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444,0.44889,0.13778,0.00444,0.00444,0.00444,0.00444,0.18222,0.04889,0.00444,0.00444,0.00444,0.00444,0.13778,0.00444,0,14,11,0,0,0,0,13,10,0,0,0,0,11,0,1,3,1,80.0,25.0,3.0,,0,0,83,,,37,0.8649,0
14180615,0,1,3,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.00513,0.00513,0.51795,0.21026,0.00513,0.00513,0.00513,0.10769,0.00513,0.00513,0.00513,0.05641,0.05641,0.00513,0,0,0,14,13,0,0,0,12,0,0,0,10,10,0,1,3,1,70.0,,5.0,,0,0,81,,,50,0.9000,0
14180744,0,2,4,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08235,0.00392,0.00392,0.12157,0.00392,0.00392,0.12157,0.08235,0.00392,0.00392,0.08235,0.00392,0.00392,0.00392,0.47451,9,0,0,12,0,0,12,9,0,0,9,0,0,0,14,1,3,1,80.0,,5.0,,0,0,83,20.0,,45,0.8667,0
14180818,0,2,4,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17895,0.00351,0.17895,0.00351,0.00351,0.00351,0.17895,0.00351,0.03860,0.00351,0.00351,0.28421,0.00351,0.10877,0.00351,11,0,11,0,0,0,11,0,9,0,0,14,0,10,0,1,3,0,70.0,,3.0,,0,0,0,,,48,0.8125,0
14181069,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00426,0.13191,0.00426,0.00426,0.08936,0.30213,0.25957,0.00426,0.00426,0.00426,0.04681,0.00426,0.00426,0.00426,0.13191,0,11,0,0,10,14,13,0,0,0,9,0,0,0,11,1,3,1,50.0,,6.0,,0,0,81,,,47,0.8298,0
14181101,0,0,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08571,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.08571,0.16735,0.00408,0.00408,0.20816,0.04490,0.08571,0.28980,9,0,0,0,0,0,0,9,12,0,0,13,8,9,14,1,3,1,60.0,,5.0,,0,0,81,54.0,,46,0.9348,0
14181249,0,1,2,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00328,0.00328,0.00328,0.00328,0.36393,0.03607,0.00328,0.13443,0.39672,0.00328,0.00328,0.03607,0.00328,0.00328,0.00328,0,0,0,0,13,10,0,12,14,0,0,10,0,0,0,1,3,1,70.0,,5.0,,0,0,81,0.0,,46,0.9130,0
14181296,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.27111,0.00444,0.00444,0.00444,0.09333,0.58222,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,13,0,0,0,12,14,0,0,0,0,0,0,0,0,0,1,3,1,50.0,26.0,,93.0,0,0,84,,,41,0.9268,0
14181449,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00408,0.00408,0.00408,0.04490,0.12653,0.00408,0.20816,0.08571,0.00408,0.00408,0.37143,0.00408,0.00408,0.12653,0.00408,0,0,0,9,11,0,13,10,0,0,14,0,0,11,0,1,3,1,60.0,,,93.0,0,0,83,4.0,,46,0.9565,0
14181469,0,2,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04314,0.43529,0.00392,0.00392,0.00392,0.00392,0.27843,0.00392,0.00392,0.00392,0.08235,0.12157,0.00392,0.00392,0.00392,10,14,0,0,0,0,13,0,0,0,11,12,0,0,0,1,3,1,60.0,,6.0,,0,0,81,46.0,,40,0.9000,0
14181527,0,1,1,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08936,0.04681,0.00426,0.00426,0.00426,0.00426,0.25957,0.00426,0.30213,0.13191,0.00426,0.00426,0.00426,0.00426,0.13191,10,9,0,0,0,0,13,0,14,11,0,0,0,0,11,1,3,1,80.0,,4.0,,0,0,72,0.0,,46,0.9348,5
14182452,0,0,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.53469,0.00408,0.37143,0.04490,0.00408,0.00408,0.00408,0.00408,0.00408,0,0,0,0,0,0,14,0,13,12,0,0,0,0,0,1,3,1,80.0,,3.0,,0,0,72,16.0,,43,0.9302,1
14182650,0,0,1,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00377,0.00377,0.00377,0.00377,0.00377,0.07925,0.11698,0.00377,0.00377,0.34340,0.00377,0.19245,0.00377,0.23019,0.00377,0,0,0,0,0,10,11,0,0,14,0,12,0,13,0,1,3,1,80.0,,6.0,,0,0,81,86.0,,48,0.8958,6
14183065,0,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08936,0.00426,0.00426,0.00426,0.00426,0.81277,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.04681,13,0,0,0,0,14,0,0,0,0,0,0,0,0,12,1,3,1,50.0,,6.0,,0,0,82,0.0,,45,0.8667,0
14183415,0,0,2,2015,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.04314,0.00392,0.04314,0.35686,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.16078,0.35686,0.00392,0.00392,10,0,10,13,0,0,0,0,0,0,0,12,13,0,0,1,3,1,40.0,,,94.0,0,0,79,9.0,,38,0.9737,0
14183418,0,2,4,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15122,0.20000,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.15122,0.05366,0.39512,11,13,0,0,0,0,0,0,0,0,0,0,11,10,14,1,3,1,60.0,,3.0,,0,0,74,75.0,,38,0.9211,0
14184023,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00351,0.00351,0.00351,0.00351,0.00351,0.31930,0.28421,0.00351,0.00351,0.17895,0.00351,0.00351,0.17895,0.00351,0.00351,0,0,0,0,0,14,13,0,0,11,0,0,11,0,0,1,3,1,70.0,26.0,4.0,,0,0,86,62.0,,46,0.8913,0
14184108,1,1,2,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00364,0.18545,0.00364,0.00364,0.22182,0.22182,0.25818,0.00364,0.00364,0.04000,0.00364,0.00364,0.04000,0.00364,0.00364,0,11,0,0,12,12,14,0,0,9,0,0,9,0,0,1,3,1,90.0,21.0,3.0,,0,0,88,11.0,,52,0.8462,0
14184522,0,2,4,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00351,0.00351,0.00351,0.52982,0.00351,0.03860,0.00351,0.00351,0.00351,0.00351,0.00351,0.14386,0.24912,0.00351,0.00351,0,0,0,14,0,11,0,0,0,0,0,12,13,0,0,1,3,1,50.0,,5.0,,0,0,62,36.0,,49,0.8571,0
14185229,0,2,4,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00351,0.00351,0.00351,0.56491,0.00351,0.00351,0.00351,0.00351,0.10877,0.03860,0.03860,0.21404,0.00351,0.00351,0.00351,0,0,0,14,0,0,0,0,12,10,10,13,0,0,0,1,3,1,90.0,,5.0,,0,0,86,20.0,,51,0.8431,0
14185278,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65581,0.00465,0.00465,0.00465,0.00465,0.05116,0.00465,0.00465,0.09767,0.00465,0.00465,0.00465,0.00465,0.14419,0.00465,14,0,0,0,0,11,0,0,12,0,0,0,0,13,0,1,3,1,90.0,25.0,6.0,,0,0,81,36.0,,42,0.9048,0
14186882,0,1,2,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00426,0.00426,0.30213,0.04681,0.00426,0.00426,0.00426,0.55745,0.00426,0.00426,0.00426,0.00426,0.00426,0.04681,0.00426,0,0,13,11,0,0,0,14,0,0,0,0,0,11,0,1,3,1,90.0,,7.0,,0,0,81,,,49,0.8980,0
14186974,0,2,4,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03729,0.30847,0.00339,0.00339,0.00339,0.00339,0.03729,0.00339,0.17288,0.00339,0.00339,0.41017,0.00339,0.00339,0.00339,10,13,0,0,0,0,10,0,12,0,0,14,0,0,0,1,3,1,70.0,,4.0,,0,0,78,33.0,,46,0.8478,0
14187081,0,2,4,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33061,0.00408,0.00408,0.37143,0.00408,0.00408,0.12653,0.00408,0.00408,0.04490,0.08571,0.00408,0.00408,0.00408,0.00408,13,0,0,14,0,0,12,0,0,10,11,0,0,0,0,1,3,1,60.0,,4.0,,0,0,78,,,46,0.7609,0
14187093,0,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22667,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.04889,0.00444,0.00444,0.00444,0.22667,0.44889,0.00444,12,0,0,0,0,0,0,0,11,0,0,0,12,14,0,1,3,1,60.0,,5.0,,0,0,79,10.0,,43,0.9535,0
14187342,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00741,0.00741,0.00741,0.15556,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.45185,0.30370,0.00741,0,0,0,12,0,0,0,0,0,0,0,0,14,13,0,1,3,1,60.0,,4.0,,0,0,80,40.0,,26,0.8462,7
14187803,0,1,2,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29143,0.00571,0.00571,0.06286,0.00571,0.00571,0.12000,0.34857,0.00571,0.00571,0.00571,0.00571,0.00571,0.12000,0.00571,13,0,0,10,0,0,11,14,0,0,0,0,0,11,0,1,3,1,70.0,,4.0,,0,0,77,54.0,,31,0.9355,0
14187821,1,1,1,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00392,0.12157,0.00392,0.04314,0.00392,0.00392,0.00392,0.00392,0.00392,0.59216,0.00392,0.16078,0.00392,0.00392,0.04314,0,12,0,10,0,0,0,0,0,14,0,13,0,0,10,1,3,1,80.0,31.0,4.0,,0,0,82,83.0,,46,0.8913,6
14188668,0,2,4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00513,0.15897,0.00513,0.00513,0.00513,0.15897,0.36410,0.05641,0.00513,0.15897,0.00513,0.00513,0.00513,0.05641,0.00513,0,11,0,0,0,11,14,9,0,11,0,0,0,9,0,1,3,1,50.0,,5.0,,0,0,76,29.0,,28,1.0000,0
14188745,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04889,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.00444,0.89333,0.00444,0.00444,0.00444,13,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,3,1,80.0,,5.0,,0,0,75,,,53,0.8679,0
14189199,0,2,4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.42979,0.17447,0.00426,0.00426,0.00426,0.04681,0.00426,0.00426,0.30213,0,0,0,0,0,0,14,12,0,0,0,11,0,0,13,1,3,1,60.0,,6.0,,0,0,87,75.0,,51,0.9412,0
