196,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/527/artifact/cov_build/html/index.html
197,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/528/artifact/cov_build/html/index.html
198,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/529/artifact/cov_build/html/index.html
199,swx-jenkins2,Can one of the admins verify this patch?
200,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/530/artifact/cov_build/html/index.html
201,hellerguyh,fixed the issue
202,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/531/artifact/cov_build/html/index.html
203,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/532/artifact/cov_build/html/index.html
204,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/533/artifact/cov_build/html/index.html
205,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/534/artifact/cov_build/html/index.html
206,galshachaf,redundant with https://github.com/Mellanox/nvmx/pull/261
207,alex-mikheev,@aviadye please also take a look
208,galshachaf,tests are not relevant  DB mode not implemented in FW and not planned.
209,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/535/artifact/cov_build/html/index.html
210,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/536/artifact/cov_build/html/index.html
211,swx-jenkins2,Can one of the admins verify this patch?
212,hellerguyh,not sure regarding the   ``rdma_req->nvmf_req.timed_out = true;``  please advise
213,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/537/artifact/cov_build/html/index.html
214,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/538/artifact/cov_build/html/index.html
215,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/539/artifact/cov_build/html/index.html
216,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/540/artifact/cov_build/html/index.html
217,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/541/artifact/cov_build/html/index.html
218,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/542/artifact/cov_build/html/index.html
219,swx-jenkins2,Can one of the admins verify this patch?
220,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/543/artifact/cov_build/html/index.html
221,swx-jenkins2,Can one of the admins verify this patch?
222,swx-jenkins2,Can one of the admins verify this patch?
223,swx-jenkins2,Can one of the admins verify this patch?
224,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/544/artifact/cov_build/html/index.html
225,nitzancarmi,Pushed after max's changes.  @alex-mikheev @aviadye I think this commit is really important to be merged and enter next release.  Today we just don't catch that kind of configuration problems.
226,nitzancarmi,Pushed with Max's changes.  Pay attention that I added additional commit this time  to fix another place when we relied on hard coded nsid=1.
227,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/545/artifact/cov_build/html/index.html
228,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/546/artifact/cov_build/html/index.html
229,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/548/artifact/cov_build/html/index.html
230,swx-jenkins2,Can one of the admins verify this patch?
231,swx-jenkins2,Can one of the admins verify this patch?
232,nitzancarmi,Pushed as part of another PR
233,swx-jenkins2,Can one of the admins verify this patch?
234,mlx3im,bot:retest
235,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-test/137/artifact/cov_build/html/index.html
236,mlx3im,please  ignore this message  bot:retest
237,mlx3im,please  ignore this message  bot:retest
238,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/559/artifact/cov_build/html/index.html
239,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/560/artifact/cov_build/html/index.html
240,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/561/artifact/cov_build/html/index.html
241,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/562/artifact/cov_build/html/index.html
242,vasilyMellanox,fixed    From: Alex Mikheev <notifications@github.com>  Sent: Wednesday  December 26  2018 13:25  To: Mellanox/nvmx <nvmx@noreply.github.com>  Cc: Vasily Philipov <vasilyf@mellanox.com>; Author <author@noreply.github.com>  Subject: Re: [Mellanox/nvmx] More coverity fixes ( 280)      @alex-mikheev requested changes on this pull request.    ________________________________    In src/nvmf_rdma.c<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F280 23discussion_r243976938 data=02 7C01 7Cvasilyf 40mellanox.com 7C2a25c0246c9943bfd2d708d66b24c42e 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636814202982360733 sdata=zA 2FywhNfzhNWueIk6pmrYAdzAjHtKakspBfbDpPU 2F2E 3D reserved=0>:    > @@ -356 6 +356 7 @@ static int nvmf_rdma_alloc_rsps(nvmf_rdma_qpair_t *queue)             if ( rdma_rsp->cqe_mr) {                 nvmx_error( Failed to reg cqe_mr for cqe  d queue 0x p   i                             queue);    +            ret = EINVAL;    should be -EINVAL. We try to use -errno convention. Please grep   fix    ________________________________    In src/nvme_mlx_emu_glue.c<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F280 23discussion_r243977348 data=02 7C01 7Cvasilyf 40mellanox.com 7C2a25c0246c9943bfd2d708d66b24c42e 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636814202982360733 sdata=BasbaAg5onHdOBD5siw 2FMOOSc9T1q3E9opLimczlL 2BA 3D reserved=0>:    > @@ -339 7 +340 7 @@ int nvme_emu_create_sq(nvme_emu_driver_t *driver              attr.log_page_size = 0;             attr.max_transcation_size = 1;             attr.num_of_namespaces = 1; // use 1 ns for now    -        attr.nvme_namespace_l = calloc(1  sizeof(attr.nvme_namespace_l));    +        attr.nvme_namespace_l = calloc(1  sizeof(*attr.nvme_namespace_l));    nice catch      You are receiving this because you authored the thread.  Reply to this email directly  view it on GitHub<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F280 23pullrequestreview-187872036 data=02 7C01 7Cvasilyf 40mellanox.com 7C2a25c0246c9943bfd2d708d66b24c42e 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636814202982360733 sdata=vq7DUFUYhz0Uq8Tc54rDzRHT7aVLBk29ZPTCJCRt1wo 3D reserved=0>  or mute the thread<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2Fnotifications 2Funsubscribe-auth 2FAIVK2uTcmfq1js5ETZBR4X0yL0NZ8y_uks5u81yIgaJpZM4Zhefz data=02 7C01 7Cvasilyf 40mellanox.com 7C2a25c0246c9943bfd2d708d66b24c42e 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636814202982360733 sdata=WfV7Uz7OuCbarJMYecUf2DFqrIxyfRIrWDkJE9eQstU 3D reserved=0>.  
243,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/563/artifact/cov_build/html/index.html
244,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/564/artifact/cov_build/html/index.html
245,swx-jenkins2,Can one of the admins verify this patch?
246,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/565/artifact/cov_build/html/index.html
247,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/566/artifact/cov_build/html/index.html
248,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/567/artifact/cov_build/html/index.html
249,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/568/artifact/cov_build/html/index.html
250,vasilyMellanox,    From: Max Gurtovoy <notifications@github.com>  Sent: Sunday  December 30  2018 11:00  To: Mellanox/nvmx <nvmx@noreply.github.com>  Cc: Vasily Philipov <vasilyf@mellanox.com>; Author <author@noreply.github.com>  Subject: Re: [Mellanox/nvmx] Ns support ( 255)      @maxgurtovoy requested changes on this pull request.    We have a new policy now for each commit that we push  we add a Tests section of running tests before we start review.  E.g    nvmf: added nsid support    bla bla bla...    Tests:      *   snic test suite.    *   fio verify vs. remote target (bs: 4k  8k  16k  32k  devices: nvme0n1 nvme0n2)    *   new gtest: read/write prp    *   fio stress (bs=4k  q_depth=128  runtime=120)    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527619 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298308566 sdata=yb2kIxQV6y53YgcPlIHeQKhR8TsHNBKOxxfNTyMoSag 3D reserved=0>:    > +    +            for (int i = 0; i < MAX_PRP_LIST_ENTRIES; i++) {    +                rc = posix_memalign((void **) prp_list[i]  PRP_PAGE_SIZE  PRP_PAGE_SIZE);    +                EXPECT_EQ(0  rc);    +    +                prp_zero(prp_list[i]);    +                prp_zero(data_buf + i * PRP_PAGE_SIZE);    +            }    +        }    +    +        static void prp_zero(void *prp) {    +            memset(prp  0  PRP_PAGE_SIZE);    +        }    +    +        void free_prp() {    +            free(prp1);    For good practice  please destroy in the opposite order of allocation.    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527683 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298318575 sdata=4M5I6EtzX6aiO3pgAcgpNs2yo 2Fk6ncF7pvNaZ8YhTMk 3D reserved=0>:    > +                EXPECT_EQ(0  rc);    +    +                prp_zero(prp_list[i]);    +                prp_zero(data_buf + i * PRP_PAGE_SIZE);    +            }    +        }    +    +        static void prp_zero(void *prp) {    +            memset(prp  0  PRP_PAGE_SIZE);    +        }    +    +        void free_prp() {    +            free(prp1);    +            free(prp2);    +    +            for (int i = 0; i < MAX_PRP_LIST_ENTRIES; i++) {    for one liner loop no need to use {}    common in gtests   pls look other tests of other peoples    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527710 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298318575 sdata=6YAM 2BlfIwAm2OsyekEjIbWQKsX7TN 2BKuvTvOf8s6uhY 3D reserved=0>:    >         nvme_driver_destroy(driver);     }        +TEST_F(NvmfControllerTest  ns_read_write) {    +    if (skip) {    one line condition.  also please don't put logic before local params - code conventions.    It s like another test defines it    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527722 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298328580 sdata=hTkJjgsjQMMmbRUma16SwfPCFgE 2FFoR5fgWMe 2FHjk4w 3D reserved=0>:    >         nvme_driver_destroy(driver);     }        +TEST_F(NvmfControllerTest  ns_read_write) {    +    if (skip) {    +        SKIP_TEST_R(skip_reason.c_str());    +    }    +    +    int rc  num_ns;    +    +    /* Get the number of namespaces */    +    num_ns = nvme_json_get_array_size( config   ctrl.namespaces );    +    EXPECT_TRUE(num_ns > 0);    +    +    rc = create_standalone_io_driver( ctrl   ep   driver);    +    EXPECT_EQ(0  rc);    +    +    nvme_cmd_rw_t rw;    same here. please put above.    If you mean  nvme_cmd_rw_t rw;    it s C++  better to define where u actually use it    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527806 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298338585 sdata= 2Bo02MVOn1y6f 2FDjzWkBH2nc8vkDD 2Fi 2FI8Qu8ffsL1rU 3D reserved=0>:    > +    EXPECT_TRUE(num_ns > 0);    +    +    rc = create_standalone_io_driver( ctrl   ep   driver);    +    EXPECT_EQ(0  rc);    +    +    nvme_cmd_rw_t rw;    +    +    rw.dptr.prp1 = (uintptr_t) cpu_to_le64(prp1);    +    rw.dptr.prp2 = (uintptr_t) cpu_to_le64(prp2);    +    +    rw.slba = cpu_to_le64(0xff);    +    rw.nlb = (8 - 1);    +    +    nvme_queue_ops_t ops;    +    +    ops.qid = 1;    can you combine a test to check the qid feature (instead of using 1 qid ?  for (ns) {  for (qid) {  read_write()  }  }    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527834 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298338585 sdata=lPI2JRxYMIH1Ad3Qw9uRSfVnIPdYp9p5hos0Ztvg 2BLM 3D reserved=0>:    >          }                 virtual void TearDown() {                 if ( skip) {                     sprintf(bash_cmd   sudo  s/config_nvmf_target.py -c -r   NVMX_SCRIPTS_DIR);                     cmd_run(bash_cmd);                     nvme_json_config_close( config);    +                free_prp();    +            }    +        }    +    +        void dma_init() {    +            memset( bar  0  sizeof(bar));    +    +            bar.vs  = 0x10200;    what are these hard coded values mean ?  I guess define is needed.    There is no define   I ve just copied it from NVMe tests - like AlexM uses it there          You are receiving this because you authored the thread.  Reply to this email directly  view it on GitHub<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23pullrequestreview-188432197 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298348603 sdata= 2F8VG37oZWMTE7u5yEmbk9euIqS07Mit0OwM5iXM3COM 3D reserved=0>  or mute the thread<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2Fnotifications 2Funsubscribe-auth 2FAIVK2iXFUwPiK_JPR2h1i2XJhjSorcQ5ks5u-ICrgaJpZM4ZPAHk data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298348603 sdata=j7I8ZDI3Npm9FYlBUWGwz4agHqqBCkkIxqXSguwiZvE 3D reserved=0>.  
251,swx-jenkins2,Can one of the admins verify this patch?
252,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/569/artifact/cov_build/html/index.html
253,vasilyMellanox,updated    From: Max Gurtovoy <notifications@github.com>  Sent: Sunday  December 30  2018 11:00  To: Mellanox/nvmx <nvmx@noreply.github.com>  Cc: Vasily Philipov <vasilyf@mellanox.com>; Author <author@noreply.github.com>  Subject: Re: [Mellanox/nvmx] Ns support ( 255)      @maxgurtovoy requested changes on this pull request.    We have a new policy now for each commit that we push  we add a Tests section of running tests before we start review.  E.g    nvmf: added nsid support    bla bla bla...    Tests:      *   snic test suite.    *   fio verify vs. remote target (bs: 4k  8k  16k  32k  devices: nvme0n1 nvme0n2)    *   new gtest: read/write prp    *   fio stress (bs=4k  q_depth=128  runtime=120)    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527619 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298308566 sdata=yb2kIxQV6y53YgcPlIHeQKhR8TsHNBKOxxfNTyMoSag 3D reserved=0>:    > +    +            for (int i = 0; i < MAX_PRP_LIST_ENTRIES; i++) {    +                rc = posix_memalign((void **) prp_list[i]  PRP_PAGE_SIZE  PRP_PAGE_SIZE);    +                EXPECT_EQ(0  rc);    +    +                prp_zero(prp_list[i]);    +                prp_zero(data_buf + i * PRP_PAGE_SIZE);    +            }    +        }    +    +        static void prp_zero(void *prp) {    +            memset(prp  0  PRP_PAGE_SIZE);    +        }    +    +        void free_prp() {    +            free(prp1);    For good practice  please destroy in the opposite order of allocation.    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527683 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298318575 sdata=4M5I6EtzX6aiO3pgAcgpNs2yo 2Fk6ncF7pvNaZ8YhTMk 3D reserved=0>:    > +                EXPECT_EQ(0  rc);    +    +                prp_zero(prp_list[i]);    +                prp_zero(data_buf + i * PRP_PAGE_SIZE);    +            }    +        }    +    +        static void prp_zero(void *prp) {    +            memset(prp  0  PRP_PAGE_SIZE);    +        }    +    +        void free_prp() {    +            free(prp1);    +            free(prp2);    +    +            for (int i = 0; i < MAX_PRP_LIST_ENTRIES; i++) {    for one liner loop no need to use {}    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527710 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298318575 sdata=6YAM 2BlfIwAm2OsyekEjIbWQKsX7TN 2BKuvTvOf8s6uhY 3D reserved=0>:    >         nvme_driver_destroy(driver);     }        +TEST_F(NvmfControllerTest  ns_read_write) {    +    if (skip) {    one line condition.  also please don't put logic before local params - code conventions.    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527722 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298328580 sdata=hTkJjgsjQMMmbRUma16SwfPCFgE 2FFoR5fgWMe 2FHjk4w 3D reserved=0>:    >         nvme_driver_destroy(driver);     }        +TEST_F(NvmfControllerTest  ns_read_write) {    +    if (skip) {    +        SKIP_TEST_R(skip_reason.c_str());    +    }    +    +    int rc  num_ns;    +    +    /* Get the number of namespaces */    +    num_ns = nvme_json_get_array_size( config   ctrl.namespaces );    +    EXPECT_TRUE(num_ns > 0);    +    +    rc = create_standalone_io_driver( ctrl   ep   driver);    +    EXPECT_EQ(0  rc);    +    +    nvme_cmd_rw_t rw;    same here. please put above.    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527806 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298338585 sdata= 2Bo02MVOn1y6f 2FDjzWkBH2nc8vkDD 2Fi 2FI8Qu8ffsL1rU 3D reserved=0>:    > +    EXPECT_TRUE(num_ns > 0);    +    +    rc = create_standalone_io_driver( ctrl   ep   driver);    +    EXPECT_EQ(0  rc);    +    +    nvme_cmd_rw_t rw;    +    +    rw.dptr.prp1 = (uintptr_t) cpu_to_le64(prp1);    +    rw.dptr.prp2 = (uintptr_t) cpu_to_le64(prp2);    +    +    rw.slba = cpu_to_le64(0xff);    +    rw.nlb = (8 - 1);    +    +    nvme_queue_ops_t ops;    +    +    ops.qid = 1;    can you combine a test to check the qid feature (instead of using 1 qid ?  for (ns) {  for (qid) {  read_write()  }  }    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244527834 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298338585 sdata=lPI2JRxYMIH1Ad3Qw9uRSfVnIPdYp9p5hos0Ztvg 2BLM 3D reserved=0>:    >          }                 virtual void TearDown() {                 if ( skip) {                     sprintf(bash_cmd   sudo  s/config_nvmf_target.py -c -r   NVMX_SCRIPTS_DIR);                     cmd_run(bash_cmd);                     nvme_json_config_close( config);    +                free_prp();    +            }    +        }    +    +        void dma_init() {    +            memset( bar  0  sizeof(bar));    +    +            bar.vs  = 0x10200;    what are these hard coded values mean ?  I guess define is needed.      You are receiving this because you authored the thread.  Reply to this email directly  view it on GitHub<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23pullrequestreview-188432197 data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298348603 sdata= 2F8VG37oZWMTE7u5yEmbk9euIqS07Mit0OwM5iXM3COM 3D reserved=0>  or mute the thread<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2Fnotifications 2Funsubscribe-auth 2FAIVK2iXFUwPiK_JPR2h1i2XJhjSorcQ5ks5u-ICrgaJpZM4ZPAHk data=02 7C01 7Cvasilyf 40mellanox.com 7C61a43bb2fa4b4eeb844608d66e353eb2 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817572298348603 sdata=j7I8ZDI3Npm9FYlBUWGwz4agHqqBCkkIxqXSguwiZvE 3D reserved=0>.  
254,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/570/artifact/cov_build/html/index.html
255,nitzancarmi,Will be re-pushed as part of the  nvme-Werror  flag support
256,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/571/artifact/cov_build/html/index.html
257,vasilyMellanox,fixed    From: Max Gurtovoy <notifications@github.com>  Sent: Sunday  December 30  2018 17:40  To: Mellanox/nvmx <nvmx@noreply.github.com>  Cc: Vasily Philipov <vasilyf@mellanox.com>; Author <author@noreply.github.com>  Subject: Re: [Mellanox/nvmx] Ns support ( 255)      @maxgurtovoy requested changes on this pull request.    please resolve all the previous comments or at least comment on them.    ________________________________    In tests/test_nvmf_ctrl.cc<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23discussion_r244538112 data=02 7C01 7Cvasilyf 40mellanox.com 7C411efa26558644dbbeb208d66e6d01c6 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817811790739484 sdata=h7XJit8QePuTdL 2BmpJRjB6qEmjJiH1sdRfhT39ePKJQ 3D reserved=0>:    > +    EXPECT_EQ(0  rc);    +    +    nvme_cmd_rw_t rw;    +    +    rw.dptr.prp1 = (uintptr_t) cpu_to_le64(prp1);    +    rw.dptr.prp2 = (uintptr_t) cpu_to_le64(prp2);    +    +    rw.slba = cpu_to_le64(0xff);    +    rw.nlb = (8 - 1);    +    +    nvme_queue_ops_t ops;    +    int num_queues = driver->num_queues;    +    +    for (int i = 0; i < num_ns; ++i) {    +        char c = (i + 1)   9;    +        rw.nsid = cpu_to_le32(i + 1);    you shouldn't use sequential nsid anymore. We support now also non-seq namespaces. So need to take the nsid in ns_arr[i]      You are receiving this because you authored the thread.  Reply to this email directly  view it on GitHub<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2FMellanox 2Fnvmx 2Fpull 2F255 23pullrequestreview-188443358 data=02 7C01 7Cvasilyf 40mellanox.com 7C411efa26558644dbbeb208d66e6d01c6 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817811790749489 sdata=tRBBiTwjLucpeXs 2Ff6s0L5fqEHsOaSF5CrD4iHClnhE 3D reserved=0>  or mute the thread<https://emea01.safelinks.protection.outlook.com/?url=https 3A 2F 2Fgithub.com 2Fnotifications 2Funsubscribe-auth 2FAIVK2nNhIjRiqm1pN4WMIZzaXfxAb1Ixks5u-N43gaJpZM4ZPAHk data=02 7C01 7Cvasilyf 40mellanox.com 7C411efa26558644dbbeb208d66e6d01c6 7Ca652971c7d2e4d9ba6a4d149256f461b 7C0 7C0 7C636817811790749489 sdata=W 2FZCdo7o6 2Ff 2F7QJmsyVI3zqqu4tahWggLEp74gaI2LQ 3D reserved=0>.  
258,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/572/artifact/cov_build/html/index.html
259,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/573/artifact/cov_build/html/index.html
260,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/574/artifact/cov_build/html/index.html
261,nitzancarmi,@alex-mikheev  fixed to return error
262,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/575/artifact/cov_build/html/index.html
263,swx-jenkins3,Coverity failed. Check the report please: http://hpc-master.lab.mtl.com:8080/job/pr-nvmx-pipeline/576/artifact/cov_build/html/index.html
